,sub,set,split,modality,prompt,opt1,opt2
0,101,14,2,w,cow,dog,songbird
1,101,14,2,w,horse,pig,songbird
2,101,14,2,w,cow,rooster,sheep
3,101,14,2,w,sheep,horse,pig
4,101,14,2,w,drum,bell,xylophone
5,101,14,2,w,camera,cuckoo clock,doorbell
6,101,14,2,w,ping pong,basketball,doorbell
7,101,14,2,w,xylophone,bell,guitar
8,101,14,2,w,pig,dog,sheep
9,101,14,2,w,toilet,camera,glass
10,101,14,2,w,paper,camera,toilet
11,101,14,2,w,whistle,camera,doorbell
12,101,14,2,w,guitar,bell,violin
13,101,14,2,w,bell,drum,piano
14,101,14,2,w,cuckoo clock,doorbell,glass
15,101,14,2,w,bell,guitar,tambourine
16,101,14,2,w,phone,doorbell,whistle
17,101,14,2,w,duck,cow,dog
18,101,14,2,w,pig,cat,songbird
19,101,14,2,w,trumpet,bell,violin
20,101,14,2,w,frog,horse,rooster
21,101,14,2,w,songbird,cat,pig
22,101,14,2,w,cow,rooster,songbird
23,101,14,2,w,toilet,doorbell,phone
24,101,14,2,w,bell,drum,violin
25,101,14,2,w,ping pong,cuckoo clock,glass
26,101,14,2,w,phone,camera,doorbell
27,101,14,2,w,basketball,paper,phone
28,101,14,2,w,duck,cat,frog
29,101,14,2,w,sheep,dog,pig
30,101,14,2,w,songbird,cat,sheep
31,101,14,2,w,piano,guitar,xylophone
32,101,14,2,w,doorbell,camera,cuckoo clock
33,101,14,2,w,pig,duck,songbird
34,101,14,2,w,sheep,duck,horse
35,101,14,2,w,songbird,cow,duck
36,101,14,2,w,flute,violin,xylophone
37,101,14,2,w,xylophone,drum,violin
38,101,14,2,w,drum,harp,piano
39,101,14,2,w,violin,bell,guitar
40,101,14,2,w,violin,drum,harp
41,101,14,2,w,pig,frog,songbird
42,101,14,2,w,xylophone,bell,piano
43,101,14,2,w,drum,tambourine,trumpet
44,101,14,2,w,doorbell,glass,paper
45,101,14,2,w,tambourine,bell,drum
46,101,14,2,w,whistle,camera,glass
47,101,14,2,w,glass,cuckoo clock,paper
48,101,14,2,w,basketball,camera,phone
49,101,14,2,w,glass,phone,ping pong
50,101,14,2,w,songbird,cat,dog
51,101,14,2,w,frog,horse,sheep
52,101,14,2,w,doorbell,paper,whistle
53,101,14,2,w,songbird,horse,sheep
54,101,14,2,w,dog,frog,pig
55,101,14,2,w,harp,drum,violin
56,101,14,2,w,rooster,dog,horse
57,101,14,2,w,ping pong,camera,glass
58,101,14,2,w,dog,rooster,sheep
59,101,14,2,w,violin,guitar,piano
60,101,14,2,w,violin,guitar,harp
61,101,14,2,w,camera,basketball,glass
62,101,14,2,w,cuckoo clock,paper,phone
63,101,14,2,w,horse,frog,rooster
64,101,14,2,w,glass,cuckoo clock,toilet
65,101,14,2,w,drum,flute,tambourine
66,101,14,2,w,rooster,cat,dog
67,101,14,2,w,pig,sheep,songbird
68,101,14,2,w,doorbell,camera,phone
69,101,14,2,w,flute,guitar,trumpet
70,101,14,2,w,duck,cow,sheep
71,101,14,2,w,frog,duck,horse
72,101,14,2,w,harp,drum,flute
73,101,14,2,w,paper,cuckoo clock,ping pong
74,101,14,2,w,dog,cow,frog
75,101,14,2,w,phone,camera,whistle
76,101,14,2,w,duck,cow,pig
77,101,14,2,w,piano,guitar,harp
78,101,14,2,w,camera,cuckoo clock,phone
79,101,14,2,w,frog,cow,songbird
80,101,14,2,w,paper,basketball,glass
81,101,14,2,w,tambourine,flute,tambourine
82,101,14,2,w,ping pong,doorbell,whistle
83,101,14,2,w,dog,cat,horse
84,101,14,2,w,tambourine,violin,xylophone
85,101,14,2,w,horse,dog,sheep
86,101,14,2,w,piano,drum,trumpet
87,101,14,2,w,toilet,glass,ping pong
88,101,14,2,w,dog,duck,frog
89,101,14,2,w,bell,flute,violin
90,101,14,2,w,cuckoo clock,paper,whistle
91,101,14,2,w,cat,frog,horse
92,101,14,2,w,frog,horse,pig
93,101,14,2,w,harp,flute,guitar
94,101,14,2,w,guitar,drum,piano
95,101,14,2,w,whistle,basketball,camera
96,101,14,2,w,bell,flute,trumpet
97,101,14,2,w,ping pong,basketball,ping pong
98,101,14,2,w,cuckoo clock,basketball,phone
99,101,14,2,w,xylophone,guitar,tambourine
100,101,14,2,w,toilet,cuckoo clock,whistle
101,101,14,2,w,paper,phone,toilet
102,101,14,2,w,flute,drum,trumpet
103,101,14,2,w,guitar,bell,trumpet
104,101,14,2,w,cuckoo clock,doorbell,ping pong
105,101,14,2,w,cat,pig,songbird
106,101,14,2,w,camera,toilet,whistle
107,101,14,2,w,piano,piano,violin
108,101,14,2,w,violin,drum,trumpet
109,101,14,2,w,cow,duck,sheep
110,101,14,2,w,glass,doorbell,phone
111,101,14,2,w,guitar,trumpet,xylophone
112,101,14,2,w,sheep,pig,songbird
113,101,14,2,w,horse,cat,rooster
114,101,14,2,w,whistle,basketball,doorbell
115,101,14,2,w,camera,basketball,toilet
116,101,14,2,w,cat,frog,rooster
117,101,14,2,w,paper,glass,ping pong
118,101,14,2,w,rooster,duck,sheep
119,101,14,2,w,violin,tambourine,xylophone
120,101,14,2,w,ping pong,glass,phone
121,101,14,2,w,harp,drum,xylophone
122,101,14,2,w,basketball,camera,ping pong
123,101,14,2,w,sheep,cat,duck
124,101,14,2,w,glass,phone,whistle
125,101,14,2,w,songbird,cow,frog
126,101,14,2,w,cat,horse,pig
127,101,14,2,w,guitar,piano,tambourine
128,101,14,2,w,flute,drum,tambourine
129,101,14,2,w,toilet,camera,whistle
130,101,14,2,w,toilet,phone,ping pong
131,101,14,2,w,trumpet,piano,tambourine
132,101,14,2,w,tambourine,drum,trumpet
133,101,14,2,w,rooster,cow,dog
134,101,14,2,w,dog,cow,horse
135,101,14,2,w,flute,guitar,piano
136,101,14,2,w,basketball,doorbell,ping pong
137,101,14,2,w,glass,doorbell,whistle
138,101,14,2,w,whistle,cuckoo clock,paper
139,101,14,2,w,flute,drum,harp
140,101,14,2,w,basketball,cuckoo clock,ping pong
141,101,14,2,w,phone,ping pong,whistle
142,101,14,2,w,duck,dog,frog
143,101,14,2,w,rooster,dog,pig
144,101,14,2,w,xylophone,bell,trumpet
145,101,14,2,w,drum,bell,guitar
146,101,14,2,w,trumpet,flute,xylophone
147,101,14,2,w,cat,dog,pig
148,101,14,2,w,phone,cuckoo clock,toilet
149,101,14,2,w,doorbell,basketball,phone
150,101,14,2,w,horse,cat,pig
151,101,14,2,w,trumpet,bell,drum
152,101,14,2,w,harp,piano,trumpet
153,101,14,2,w,cow,cat,sheep
154,101,14,2,w,piano,tambourine,xylophone
155,101,14,2,w,trumpet,harp,xylophone
156,101,14,2,w,tambourine,bell,flute
157,101,14,2,w,frog,pig,rooster
158,101,14,2,w,piano,drum,xylophone
