,sub,set,split,modality,prompt,opt1,opt2
0,23,3,1,w,harp,flute,trumpet
1,23,3,1,w,tambourine,flute,trumpet
2,23,3,1,w,cow,horse,songbird
3,23,3,1,w,paper,basketball,doorbell
4,23,3,1,w,cat,cat,dog
5,23,3,1,w,cow,cat,horse
6,23,3,1,w,trumpet,drum,piano
7,23,3,1,w,tambourine,bell,xylophone
8,23,3,1,w,violin,flute,guitar
9,23,3,1,w,phone,glass,paper
10,23,3,1,w,trumpet,tambourine,violin
11,23,3,1,w,dog,horse,songbird
12,23,3,1,w,frog,cat,pig
13,23,3,1,w,piano,guitar,trumpet
14,23,3,1,w,xylophone,bell,harp
15,23,3,1,w,phone,basketball,cuckoo clock
16,23,3,1,w,sheep,cat,rooster
17,23,3,1,w,glass,camera,doorbell
18,23,3,1,w,toilet,camera,cuckoo clock
19,23,3,1,w,paper,basketball,toilet
20,23,3,1,w,pig,dog,horse
21,23,3,1,w,basketball,doorbell,phone
22,23,3,1,w,guitar,harp,xylophone
23,23,3,1,w,drum,guitar,tambourine
24,23,3,1,w,doorbell,paper,ping pong
25,23,3,1,w,trumpet,piano,violin
26,23,3,1,w,whistle,paper,ping pong
27,23,3,1,w,basketball,toilet,whistle
28,23,3,1,w,sheep,cow,horse
29,23,3,1,w,cuckoo clock,camera,phone
30,23,3,1,w,drum,piano,xylophone
31,23,3,1,w,harp,tambourine,xylophone
32,23,3,1,w,violin,flute,piano
33,23,3,1,w,toilet,camera,paper
34,23,3,1,w,guitar,bell,piano
35,23,3,1,w,cat,cow,songbird
36,23,3,1,w,horse,cow,rooster
37,23,3,1,w,songbird,duck,sheep
38,23,3,1,w,frog,cat,rooster
39,23,3,1,w,glass,basketball,cuckoo clock
40,23,3,1,w,violin,harp,tambourine
41,23,3,1,w,glass,camera,whistle
42,23,3,1,w,pig,cat,rooster
43,23,3,1,w,tambourine,guitar,piano
44,23,3,1,w,guitar,piano,violin
45,23,3,1,w,rooster,cow,duck
46,23,3,1,w,doorbell,toilet,whistle
47,23,3,1,w,camera,cuckoo clock,whistle
48,23,3,1,w,xylophone,drum,trumpet
49,23,3,1,w,ping pong,cuckoo clock,toilet
50,23,3,1,w,songbird,duck,frog
51,23,3,1,w,drum,flute,violin
52,23,3,1,w,cat,dog,horse
53,23,3,1,w,paper,doorbell,ping pong
54,23,3,1,w,flute,harp,piano
55,23,3,1,w,tambourine,bell,guitar
56,23,3,1,w,ping pong,paper,whistle
57,23,3,1,w,frog,duck,sheep
58,23,3,1,w,cuckoo clock,doorbell,paper
59,23,3,1,w,violin,drum,tambourine
60,23,3,1,w,harp,trumpet,xylophone
61,23,3,1,w,piano,violin,xylophone
62,23,3,1,w,whistle,basketball,phone
63,23,3,1,w,piano,drum,tambourine
64,23,3,1,w,songbird,rooster,sheep
65,23,3,1,w,dog,cat,cow
66,23,3,1,w,dog,duck,rooster
67,23,3,1,w,dog,frog,sheep
68,23,3,1,w,flute,bell,xylophone
69,23,3,1,w,bell,bell,harp
70,23,3,1,w,xylophone,flute,violin
71,23,3,1,w,xylophone,guitar,piano
72,23,3,1,w,cuckoo clock,doorbell,toilet
73,23,3,1,w,phone,cuckoo clock,glass
74,23,3,1,w,duck,sheep,songbird
75,23,3,1,w,drum,trumpet,violin
76,23,3,1,w,cuckoo clock,camera,ping pong
77,23,3,1,w,drum,flute,trumpet
78,23,3,1,w,camera,doorbell,phone
79,23,3,1,w,glass,camera,cuckoo clock
80,23,3,1,w,whistle,phone,ping pong
81,23,3,1,w,toilet,phone,whistle
82,23,3,1,w,rooster,horse,songbird
83,23,3,1,w,flute,tambourine,violin
84,23,3,1,w,camera,basketball,paper
85,23,3,1,w,rooster,cow,horse
86,23,3,1,w,pig,horse,rooster
87,23,3,1,w,cat,cow,rooster
88,23,3,1,w,tambourine,drum,piano
89,23,3,1,w,basketball,glass,whistle
90,23,3,1,w,piano,bell,tambourine
91,23,3,1,w,basketball,ping pong,toilet
92,23,3,1,w,paper,phone,whistle
93,23,3,1,w,camera,paper,toilet
94,23,3,1,w,sheep,frog,horse
95,23,3,1,w,trumpet,flute,tambourine
96,23,3,1,w,doorbell,cuckoo clock,ping pong
97,23,3,1,w,glass,ping pong,whistle
98,23,3,1,w,harp,bell,tambourine
99,23,3,1,w,duck,duck,songbird
100,23,3,1,w,flute,drum,guitar
101,23,3,1,w,toilet,glass,phone
102,23,3,1,w,trumpet,guitar,xylophone
103,23,3,1,w,basketball,doorbell,paper
104,23,3,1,w,pig,duck,horse
105,23,3,1,w,sheep,dog,horse
106,23,3,1,w,sheep,frog,rooster
107,23,3,1,w,bell,trumpet,xylophone
108,23,3,1,w,camera,basketball,ping pong
109,23,3,1,w,toilet,paper,ping pong
110,23,3,1,w,pig,cat,duck
111,23,3,1,w,ping pong,basketball,cuckoo clock
112,23,3,1,w,paper,cuckoo clock,whistle
113,23,3,1,w,songbird,dog,pig
114,23,3,1,w,cuckoo clock,glass,whistle
115,23,3,1,w,frog,cat,sheep
116,23,3,1,w,duck,dog,rooster
117,23,3,1,w,piano,tambourine,violin
118,23,3,1,w,violin,harp,trumpet
119,23,3,1,w,phone,camera,cuckoo clock
120,23,3,1,w,songbird,cow,dog
121,23,3,1,w,harp,guitar,violin
122,23,3,1,w,doorbell,phone,toilet
