,sub,set,split,modality,prompt,opt1,opt2
0,81,11,3,w,phone,cuckoo clock,paper
1,81,11,3,w,tambourine,piano,violin
2,81,11,3,w,piano,bell,trumpet
3,81,11,3,w,toilet,basketball,paper
4,81,11,3,w,songbird,cow,rooster
5,81,11,3,w,ping pong,cuckoo clock,paper
6,81,11,3,w,basketball,phone,toilet
7,81,11,3,w,frog,cat,songbird
8,81,11,3,w,paper,camera,cuckoo clock
9,81,11,3,w,violin,harp,xylophone
10,81,11,3,w,doorbell,cuckoo clock,glass
11,81,11,3,w,guitar,bell,tambourine
12,81,11,3,w,toilet,basketball,doorbell
13,81,11,3,w,frog,dog,rooster
14,81,11,3,w,pig,cow,sheep
15,81,11,3,w,duck,pig,sheep
16,81,11,3,w,flute,tambourine,xylophone
17,81,11,3,w,bell,tambourine,trumpet
18,81,11,3,w,guitar,flute,harp
19,81,11,3,w,drum,harp,tambourine
20,81,11,3,w,phone,glass,ping pong
21,81,11,3,w,ping pong,glass,toilet
22,81,11,3,w,frog,cat,duck
23,81,11,3,w,piano,bell,violin
24,81,11,3,w,duck,frog,sheep
25,81,11,3,w,songbird,cat,rooster
26,81,11,3,w,cow,dog,pig
27,81,11,3,w,guitar,bell,drum
28,81,11,3,w,camera,doorbell,glass
29,81,11,3,w,camera,cuckoo clock,ping pong
30,81,11,3,w,whistle,glass,toilet
31,81,11,3,w,paper,cuckoo clock,doorbell
32,81,11,3,w,dog,cow,rooster
33,81,11,3,w,songbird,horse,rooster
34,81,11,3,w,flute,harp,xylophone
35,81,11,3,w,xylophone,drum,piano
36,81,11,3,w,bell,guitar,xylophone
37,81,11,3,w,sheep,cat,pig
38,81,11,3,w,horse,frog,songbird
39,81,11,3,w,sheep,cat,songbird
40,81,11,3,w,harp,flute,violin
41,81,11,3,w,tambourine,guitar,trumpet
42,81,11,3,w,drum,drum,tambourine
43,81,11,3,w,whistle,basketball,ping pong
44,81,11,3,w,rooster,horse,sheep
45,81,11,3,w,harp,bell,piano
46,81,11,3,w,bell,flute,tambourine
47,81,11,3,w,dog,cow,songbird
48,81,11,3,w,cuckoo clock,glass,paper
49,81,11,3,w,basketball,doorbell,glass
50,81,11,3,w,rooster,cat,pig
51,81,11,3,w,frog,duck,songbird
52,81,11,3,w,glass,basketball,doorbell
53,81,11,3,w,dog,duck,sheep
54,81,11,3,w,glass,camera,paper
55,81,11,3,w,horse,pig,rooster
56,81,11,3,w,flute,flute,tambourine
57,81,11,3,w,rooster,cat,sheep
58,81,11,3,w,xylophone,flute,tambourine
59,81,11,3,w,bell,harp,violin
60,81,11,3,w,pig,dog,frog
61,81,11,3,w,cow,frog,rooster
62,81,11,3,w,sheep,frog,songbird
63,81,11,3,w,tambourine,trumpet,violin
64,81,11,3,w,phone,basketball,doorbell
65,81,11,3,w,flute,bell,harp
66,81,11,3,w,cat,pig,rooster
67,81,11,3,w,songbird,frog,horse
68,81,11,3,w,toilet,cuckoo clock,ping pong
69,81,11,3,w,harp,bell,trumpet
70,81,11,3,w,pig,dog,duck
71,81,11,3,w,bell,trumpet,violin
72,81,11,3,w,toilet,toilet,whistle
73,81,11,3,w,trumpet,guitar,violin
74,81,11,3,w,duck,cat,sheep
75,81,11,3,w,pig,dog,rooster
76,81,11,3,w,cow,horse,sheep
77,81,11,3,w,whistle,glass,phone
78,81,11,3,w,trumpet,drum,guitar
79,81,11,3,w,harp,flute,piano
80,81,11,3,w,horse,sheep,songbird
81,81,11,3,w,glass,basketball,ping pong
82,81,11,3,w,paper,glass,paper
83,81,11,3,w,basketball,glass,paper
84,81,11,3,w,phone,camera,paper
85,81,11,3,w,pig,cat,cow
86,81,11,3,w,flute,guitar,harp
87,81,11,3,w,cuckoo clock,phone,toilet
88,81,11,3,w,violin,guitar,tambourine
89,81,11,3,w,ping pong,paper,toilet
90,81,11,3,w,xylophone,harp,violin
91,81,11,3,w,camera,glass,whistle
92,81,11,3,w,drum,piano,tambourine
93,81,11,3,w,cat,cow,sheep
94,81,11,3,w,drum,bell,flute
95,81,11,3,w,basketball,doorbell,toilet
96,81,11,3,w,tambourine,guitar,xylophone
97,81,11,3,w,cuckoo clock,ping pong,whistle
98,81,11,3,w,piano,harp,xylophone
99,81,11,3,w,doorbell,camera,whistle
100,81,11,3,w,songbird,frog,pig
101,81,11,3,w,cat,duck,horse
102,81,11,3,w,drum,violin,xylophone
103,81,11,3,w,paper,doorbell,toilet
104,81,11,3,w,dog,rooster,songbird
105,81,11,3,w,tambourine,harp,xylophone
106,81,11,3,w,whistle,paper,toilet
