,sub,set,split,modality,prompt,opt1,opt2
0,11,2,2,v,i8,i6,i7
1,11,2,2,a,i8,i2,i7
2,11,2,2,v,t10,t2,t3
3,11,2,2,a,a8,a4,a6
4,11,2,2,v,t7,t10,t2
5,11,2,2,v,a10,a5,a6
6,11,2,2,v,a10,a5,a8
7,11,2,2,v,i7,i3,i9
8,11,2,2,a,i6,i10,i7
9,11,2,2,v,a10,a6,a9
10,11,2,2,v,a5,a4,a8
11,11,2,2,a,i6,i2,i5
12,11,2,2,v,i3,i1,i8
13,11,2,2,a,a9,a3,a8
14,11,2,2,v,t5,t3,t9
15,11,2,2,v,i7,i4,i8
16,11,2,2,a,a10,a1,a9
17,11,2,2,a,i3,i1,i8
18,11,2,2,a,t6,t4,t8
19,11,2,2,a,a6,a4,a7
20,11,2,2,v,i1,i3,i7
21,11,2,2,a,i7,i10,i3
22,11,2,2,v,a6,a3,a4
23,11,2,2,v,i8,i3,i9
24,11,2,2,v,i9,i1,i2
25,11,2,2,v,t9,t2,t6
26,11,2,2,v,t2,t1,t6
27,11,2,2,v,a7,a10,a4
28,11,2,2,v,i3,i2,i4
29,11,2,2,v,a2,a6,a8
30,11,2,2,v,i6,i10,i4
31,11,2,2,v,t1,t3,t6
32,11,2,2,v,a4,a1,a8
33,11,2,2,v,i10,i1,i4
34,11,2,2,a,i8,i5,i7
35,11,2,2,v,t8,t10,t9
36,11,2,2,a,i3,i4,i7
37,11,2,2,a,a6,a4,a5
38,11,2,2,v,a10,a4,a7
39,11,2,2,a,i9,i3,i6
40,11,2,2,a,t10,t5,t7
41,11,2,2,v,i2,i3,i6
42,11,2,2,v,t4,t8,t9
43,11,2,2,v,t2,t4,t9
44,11,2,2,v,t2,t4,t6
45,11,2,2,a,i5,i2,i6
46,11,2,2,a,t2,t1,t8
47,11,2,2,v,i4,i1,i8
48,11,2,2,a,a4,a10,a6
49,11,2,2,v,i4,i1,i3
50,11,2,2,v,t4,t3,t7
51,11,2,2,v,a4,a1,a10
52,11,2,2,v,t9,t5,t8
53,11,2,2,a,i4,i1,i8
54,11,2,2,v,a6,a8,a9
55,11,2,2,v,a2,a8,a9
56,11,2,2,a,a8,a2,a5
57,11,2,2,a,i3,i5,i9
58,11,2,2,v,t6,t3,t9
59,11,2,2,v,a1,a6,a8
60,11,2,2,a,i1,i5,i9
61,11,2,2,a,t1,t5,t6
62,11,2,2,v,i2,i10,i8
63,11,2,2,v,i8,i4,i7
64,11,2,2,a,t10,t1,t3
65,11,2,2,v,a1,a5,a7
66,11,2,2,a,a9,a6,a8
67,11,2,2,v,a1,a2,a5
68,11,2,2,a,i5,i1,i7
69,11,2,2,v,t9,t1,t3
70,11,2,2,a,i2,i10,i3
71,11,2,2,v,a5,a10,a8
72,11,2,2,a,i3,i2,i5
73,11,2,2,a,a3,a8,a9
74,11,2,2,v,t10,t2,t6
75,11,2,2,v,t5,t3,t6
76,11,2,2,v,i2,i1,i3
77,11,2,2,a,t7,t1,t10
78,11,2,2,v,t3,t2,t6
79,11,2,2,v,a1,a3,a6
80,11,2,2,v,t10,t6,t9
81,11,2,2,a,a3,a5,a9
82,11,2,2,a,i1,i10,i8
83,11,2,2,v,i4,i5,i7
84,11,2,2,v,i5,i2,i9
85,11,2,2,v,i6,i5,i7
86,11,2,2,a,i2,i6,i8
87,11,2,2,v,t1,t8,t9
88,11,2,2,a,i10,i7,i9
89,11,2,2,v,t3,t1,t10
90,11,2,2,a,t2,t1,t5
91,11,2,2,v,i3,i1,i6
92,11,2,2,a,t5,t10,t3
93,11,2,2,v,t10,t5,t9
94,11,2,2,a,a4,a3,a5
95,11,2,2,a,i10,i2,i3
96,11,2,2,v,a9,a2,a3
97,11,2,2,v,a7,a2,a6
98,11,2,2,v,a5,a10,a7
99,11,2,2,a,a1,a5,a6
100,11,2,2,a,t5,t4,t9
101,11,2,2,a,t3,t10,t8
102,11,2,2,v,i10,i6,i9
103,11,2,2,a,i6,i3,i7
104,11,2,2,v,t4,t7,t8
105,11,2,2,v,i5,i1,i7
106,11,2,2,v,i8,i2,i6
107,11,2,2,v,a2,a4,a6
108,11,2,2,v,a8,a2,a5
109,11,2,2,v,i1,i2,i8
110,11,2,2,a,a7,a6,a9
111,11,2,2,a,t3,t4,t7
112,11,2,2,a,i3,i7,i9
113,11,2,2,a,a5,a2,a7
114,11,2,2,a,i5,i10,i2
115,11,2,2,a,t6,t4,t9
116,11,2,2,v,i9,i6,i8
117,11,2,2,a,a2,a10,a5
118,11,2,2,a,t6,t4,t7
119,11,2,2,v,i5,i4,i7
120,11,2,2,v,i5,i7,i8
121,11,2,2,v,i10,i6,i7
122,11,2,2,v,i1,i2,i7
123,11,2,2,a,i3,i1,i2
124,11,2,2,v,i9,i10,i5
125,11,2,2,v,t7,t1,t3
126,11,2,2,a,t5,t10,t9
127,11,2,2,v,i9,i3,i8
128,11,2,2,a,t2,t10,t6
129,11,2,2,v,t7,t3,t9
130,11,2,2,a,i5,i1,i2
131,11,2,2,a,t9,t2,t3
132,11,2,2,v,i5,i10,i9
133,11,2,2,v,t1,t5,t8
134,11,2,2,v,i2,i4,i6
135,11,2,2,v,t10,t3,t5
136,11,2,2,v,a3,a10,a8
137,11,2,2,v,t1,t4,t9
138,11,2,2,a,i8,i2,i4
139,11,2,2,v,a5,a7,a8
140,11,2,2,a,i9,i10,i6
141,11,2,2,a,a9,a3,a5
142,11,2,2,a,a5,a2,a3
143,11,2,2,a,t8,t10,t6
144,11,2,2,a,i5,i2,i3
145,11,2,2,v,t5,t3,t7
146,11,2,2,v,t8,t2,t4
147,11,2,2,v,a9,a10,a7
148,11,2,2,v,i2,i1,i4
149,11,2,2,v,t6,t4,t5
150,11,2,2,a,a10,a6,a8
151,11,2,2,a,a1,a10,a4
152,11,2,2,v,i10,i1,i5
153,11,2,2,v,t3,t4,t8
154,11,2,2,v,a6,a4,a5
155,11,2,2,a,a6,a10,a7
156,11,2,2,a,i8,i1,i4
