,sub,set,split,modality,prompt,opt1,opt2
0,48,5,7,v,i2,i1,i10
1,48,5,7,a,i3,i10,i3
2,48,5,7,a,i6,i10,i8
3,48,5,7,a,i9,i3,i7
4,48,5,7,a,i2,i5,i7
5,48,5,7,v,h2,h3,h8
6,48,5,7,v,h9,h10,h2
7,48,5,7,v,i9,i2,i5
8,48,5,7,a,h1,h2,h4
9,48,5,7,v,h3,h2,h4
10,48,5,7,v,i4,i2,i8
11,48,5,7,a,i10,i7,i9
12,48,5,7,a,i7,i10,i2
13,48,5,7,a,h4,h2,h8
14,48,5,7,a,h1,h2,h3
15,48,5,7,v,i8,i10,i9
16,48,5,7,v,i4,i10,i2
17,48,5,7,a,h9,h6,h8
18,48,5,7,a,i7,i2,i5
19,48,5,7,a,a2,a10,a4
20,48,5,7,a,h8,h10,h2
21,48,5,7,a,i4,i2,i5
22,48,5,7,v,a7,a3,a6
23,48,5,7,a,i9,i10,i8
24,48,5,7,a,a8,a1,a3
25,48,5,7,a,i4,i1,i5
26,48,5,7,a,i7,i5,i9
27,48,5,7,a,h5,h6,h8
28,48,5,7,a,h6,h8,h9
29,48,5,7,a,i9,i5,i7
30,48,5,7,v,i7,i1,i3
31,48,5,7,a,a6,a10,a4
32,48,5,7,a,a9,a1,a2
33,48,5,7,a,a10,a4,a6
34,48,5,7,v,h6,h2,h9
35,48,5,7,v,h1,h10,h9
36,48,5,7,a,i4,i3,i7
37,48,5,7,v,i6,i3,i9
38,48,5,7,a,h1,h4,h7
39,48,5,7,v,h7,h3,h6
40,48,5,7,a,a8,a3,a6
41,48,5,7,a,i2,i1,i6
42,48,5,7,a,h2,h4,h7
43,48,5,7,v,a5,a1,a7
44,48,5,7,a,h2,h10,h9
45,48,5,7,a,a6,a2,a8
46,48,5,7,v,h4,h10,h9
47,48,5,7,v,i1,i2,i8
48,48,5,7,v,a8,a4,a5
49,48,5,7,a,a2,a10,a3
50,48,5,7,a,h2,h10,h3
51,48,5,7,v,i10,i1,i9
52,48,5,7,v,a10,a5,a9
53,48,5,7,v,a9,a2,a6
54,48,5,7,v,i10,i8,i9
55,48,5,7,v,a4,a5,a6
56,48,5,7,v,h6,h5,h8
57,48,5,7,a,h3,h1,h6
58,48,5,7,a,h7,h10,h5
59,48,5,7,v,h4,h1,h7
60,48,5,7,v,a8,a1,a9
61,48,5,7,v,h7,h4,h8
62,48,5,7,a,h10,h4,h9
63,48,5,7,a,h6,h10,h7
64,48,5,7,a,a10,a6,a8
65,48,5,7,v,h7,h3,h4
66,48,5,7,v,i9,i1,i7
67,48,5,7,a,a1,a4,a7
68,48,5,7,v,a2,a6,a7
69,48,5,7,a,a10,a4,a9
70,48,5,7,v,i9,i1,i4
71,48,5,7,a,a6,a10,a9
72,48,5,7,v,a3,a1,a3
73,48,5,7,v,a7,a2,a9
74,48,5,7,v,a10,a1,a4
75,48,5,7,v,h3,h1,h9
76,48,5,7,v,h9,h1,h8
77,48,5,7,a,h7,h1,h2
78,48,5,7,a,i5,i4,i9
79,48,5,7,v,i6,i2,i4
80,48,5,7,a,a7,a1,a9
81,48,5,7,v,a9,a1,a6
82,48,5,7,a,h3,h1,h9
83,48,5,7,v,a5,a2,a7
84,48,5,7,a,a1,a4,a8
85,48,5,7,a,a5,a3,a4
86,48,5,7,a,h10,h1,h5
87,48,5,7,a,h9,h4,h6
88,48,5,7,a,i3,i4,i9
89,48,5,7,a,i4,i7,i8
90,48,5,7,a,h2,h7,h8
91,48,5,7,v,h2,h2,h5
92,48,5,7,v,a6,a4,a7
93,48,5,7,a,h10,h3,h4
94,48,5,7,a,a4,a3,a9
95,48,5,7,v,i5,i2,i3
96,48,5,7,a,h4,h3,h9
97,48,5,7,v,i7,i5,i6
98,48,5,7,a,i10,i5,i8
99,48,5,7,v,h5,h6,h9
100,48,5,7,a,h5,h1,h7
101,48,5,7,v,h2,h4,h7
102,48,5,7,v,a9,a3,a4
103,48,5,7,v,i8,i3,i5
104,48,5,7,a,h5,h2,h4
105,48,5,7,a,a4,a3,a7
106,48,5,7,v,i5,i6,i8
107,48,5,7,a,a4,a6,a7
108,48,5,7,a,a7,a2,a4
109,48,5,7,v,h9,h5,h8
110,48,5,7,v,h8,h3,h7
111,48,5,7,v,h3,h10,h7
112,48,5,7,a,h6,h10,h3
113,48,5,7,v,h6,h3,h6
114,48,5,7,a,a6,a1,a4
115,48,5,7,a,a2,a7,a8
116,48,5,7,a,i6,i1,i4
117,48,5,7,v,a2,a4,a9
118,48,5,7,a,i2,i4,i7
119,48,5,7,a,i8,i3,i4
120,48,5,7,v,i6,i1,i8
121,48,5,7,v,a3,a1,a8
122,48,5,7,v,h10,h7,h8
123,48,5,7,a,i8,i1,i9
124,48,5,7,v,h2,h10,h4
125,48,5,7,a,a3,a1,a9
126,48,5,7,v,i3,i1,i2
127,48,5,7,a,i5,i3,i8
128,48,5,7,a,a3,a5,a6
129,48,5,7,a,h7,h5,h6
130,48,5,7,v,i8,i1,i10
131,48,5,7,a,h9,h7,h8
132,48,5,7,v,a8,a1,a7
133,48,5,7,a,h4,h7,h9
134,48,5,7,v,h4,h7,h9
135,48,5,7,a,i2,i3,i7
136,48,5,7,v,h9,h1,h5
137,48,5,7,v,i5,i10,i3
138,48,5,7,a,i4,i1,i3
139,48,5,7,a,a9,a7,a8
140,48,5,7,a,h9,h5,h9
141,48,5,7,a,a1,a7,a8
142,48,5,7,v,i2,i5,i7
143,48,5,7,a,h1,h4,h6
144,48,5,7,a,i5,i10,i3
145,48,5,7,v,i1,i5,i6
146,48,5,7,a,a4,a10,a3
147,48,5,7,v,i5,i2,i6
148,48,5,7,v,h6,h1,h2
149,48,5,7,a,i1,i3,i4
150,48,5,7,v,i3,i10,i2
151,48,5,7,a,h6,h3,h6
152,48,5,7,a,i7,i5,i6
153,48,5,7,a,h8,h10,h4
154,48,5,7,a,i1,i3,i7
155,48,5,7,a,a5,a6,a9
156,48,5,7,v,a1,a10,a9
157,48,5,7,a,a3,a1,a5
158,48,5,7,a,h9,h2,h6
159,48,5,7,v,i3,i2,i8
160,48,5,7,v,a3,a5,a7
161,48,5,7,a,a7,a1,a5
162,48,5,7,v,h5,h2,h8
163,48,5,7,v,a10,a1,a9
164,48,5,7,v,a8,a10,a3
165,48,5,7,a,a9,a4,a6
166,48,5,7,v,h3,h1,h6
167,48,5,7,v,a6,a1,a2
168,48,5,7,a,h2,h10,h5
169,48,5,7,v,i1,i4,i7
170,48,5,7,a,h1,h10,h9
171,48,5,7,v,a4,a10,a7
172,48,5,7,a,i3,i10,i8
173,48,5,7,v,a9,a6,a9
174,48,5,7,a,h5,h1,h8
175,48,5,7,v,h5,h10,h7
176,48,5,7,v,a3,a5,a8
177,48,5,7,v,i9,i10,i4
178,48,5,7,v,h1,h3,h8
179,48,5,7,a,a10,a2,a5
180,48,5,7,v,i2,i4,i6
181,48,5,7,v,i8,i10,i4
182,48,5,7,a,i5,i2,i9
183,48,5,7,a,a10,a1,a9
184,48,5,7,v,a6,a2,a5
185,48,5,7,a,i8,i7,i9
186,48,5,7,a,a5,a1,a10
187,48,5,7,v,a1,a5,a6
188,48,5,7,v,h10,h1,h2
189,48,5,7,v,a2,a1,a9
190,48,5,7,v,a7,a3,a9
191,48,5,7,a,h8,h2,h3
192,48,5,7,v,h4,h2,h6
193,48,5,7,a,h10,h3,h8
194,48,5,7,a,a8,a2,a3
195,48,5,7,a,a2,a1,a8
196,48,5,7,v,a2,a1,a3
197,48,5,7,a,i6,i4,i7
198,48,5,7,v,i6,i5,i7
199,48,5,7,v,a5,a1,a8
200,48,5,7,v,a4,a10,a2
201,48,5,7,a,i3,i2,i9
202,48,5,7,a,a5,a4,a8
203,48,5,7,a,a9,a5,a6
204,48,5,7,v,i7,i1,i9
205,48,5,7,a,a4,a2,a8
206,48,5,7,a,a7,a1,a2
207,48,5,7,v,i2,i10,i6
208,48,5,7,v,i3,i10,i9
209,48,5,7,v,i4,i1,i5
210,48,5,7,a,a7,a4,a6
211,48,5,7,a,i7,i10,i9
212,48,5,7,v,a6,a3,a7
213,48,5,7,a,i9,i2,i7
214,48,5,7,a,i10,i2,i7
215,48,5,7,v,i4,i2,i4
216,48,5,7,v,h4,h5,h6
217,48,5,7,v,i1,i3,i7
218,48,5,7,v,h7,h4,h9
219,48,5,7,v,i2,i1,i8
220,48,5,7,a,a8,a2,a6
221,48,5,7,v,i4,i1,i7
222,48,5,7,v,h1,h2,h4
