,sub,set,split,modality,prompt,opt1,opt2
0,90,8,9,v,h2,h4,h7
1,90,8,9,v,h10,h4,h9
2,90,8,9,v,i4,i2,i5
3,90,8,9,a,i5,i6,i7
4,90,8,9,a,a10,a1,a2
5,90,8,9,a,a7,a10,a9
6,90,8,9,v,h10,h1,h3
7,90,8,9,v,a8,a2,a3
8,90,8,9,v,i5,i10,i6
9,90,8,9,v,a7,a4,a9
10,90,8,9,v,a5,a10,a4
11,90,8,9,v,h5,h8,h9
12,90,8,9,v,i1,i5,i9
13,90,8,9,a,i1,i2,i4
14,90,8,9,a,h6,h5,h8
15,90,8,9,a,i5,i3,i8
16,90,8,9,a,h1,h10,h3
17,90,8,9,v,i2,i10,i8
18,90,8,9,a,h9,h6,h7
19,90,8,9,v,h6,h2,h4
20,90,8,9,v,a3,a2,a8
21,90,8,9,v,h7,h10,h9
22,90,8,9,a,i3,i2,i4
23,90,8,9,v,i1,i7,i8
24,90,8,9,a,h9,h1,h7
25,90,8,9,a,i5,i10,i6
26,90,8,9,a,h1,h10,h8
27,90,8,9,v,h1,h7,h8
28,90,8,9,a,i10,i1,i2
29,90,8,9,a,a1,a2,a5
30,90,8,9,v,i5,i8,i9
31,90,8,9,v,i10,i3,i5
32,90,8,9,a,i10,i1,i4
33,90,8,9,v,h3,h10,h9
34,90,8,9,v,a9,a1,a4
35,90,8,9,v,h10,h4,h5
36,90,8,9,a,a1,a10,a7
37,90,8,9,v,i9,i3,i7
38,90,8,9,a,i1,i10,i5
39,90,8,9,a,h10,h2,h7
40,90,8,9,v,a4,a5,a6
41,90,8,9,a,h6,h10,h3
42,90,8,9,a,a10,a5,a8
43,90,8,9,v,a7,a1,a4
44,90,8,9,a,h1,h3,h6
45,90,8,9,v,i6,i10,i2
46,90,8,9,a,h8,h1,h4
47,90,8,9,a,h10,h4,h9
48,90,8,9,a,h7,h10,h6
49,90,8,9,a,a2,a4,a8
50,90,8,9,v,h2,h7,h9
51,90,8,9,v,h3,h1,h9
52,90,8,9,v,h7,h3,h6
53,90,8,9,a,i3,i6,i9
54,90,8,9,v,a9,a6,a7
55,90,8,9,a,h4,h2,h8
56,90,8,9,v,h4,h1,h3
57,90,8,9,v,a1,a10,a3
58,90,8,9,a,h2,h4,h7
59,90,8,9,v,i10,i3,i7
60,90,8,9,v,a5,a2,a6
61,90,8,9,a,h5,h6,h7
62,90,8,9,v,i10,i5,i7
63,90,8,9,v,i8,i4,i6
64,90,8,9,a,i3,i10,i8
65,90,8,9,v,h2,h3,h6
66,90,8,9,a,i4,i10,i7
67,90,8,9,a,i7,i2,i5
68,90,8,9,v,h9,h10,h5
69,90,8,9,a,i6,i2,i3
70,90,8,9,a,a3,a1,a6
71,90,8,9,a,i5,i7,i8
72,90,8,9,v,i3,i1,i9
73,90,8,9,v,a2,a7,a9
74,90,8,9,v,i9,i1,i8
75,90,8,9,a,h3,h4,h9
76,90,8,9,a,a8,a5,a6
77,90,8,9,a,a7,a2,a6
78,90,8,9,a,h8,h7,h9
79,90,8,9,v,i7,i4,i5
80,90,8,9,v,h8,h1,h3
81,90,8,9,v,h5,h2,h4
82,90,8,9,v,a8,a2,a4
83,90,8,9,v,a3,a2,a6
84,90,8,9,v,a5,a10,a7
85,90,8,9,a,i4,i6,i8
86,90,8,9,v,a6,a10,a8
87,90,8,9,a,h8,h3,h7
88,90,8,9,v,h8,h1,h4
89,90,8,9,v,a3,a10,a2
90,90,8,9,a,i8,i6,i9
91,90,8,9,v,a4,a1,a7
92,90,8,9,a,i8,i1,i2
93,90,8,9,a,a7,a4,a5
94,90,8,9,a,a10,a7,a8
95,90,8,9,v,a3,a10,a8
96,90,8,9,a,a2,a7,a9
97,90,8,9,a,h10,h2,h6
98,90,8,9,v,a9,a10,a2
99,90,8,9,a,a1,a2,a7
100,90,8,9,a,h8,h10,h7
101,90,8,9,v,i9,i6,i7
102,90,8,9,v,a10,a5,a7
103,90,8,9,a,i2,i6,i9
104,90,8,9,a,a3,a4,a9
105,90,8,9,a,a4,a2,a5
106,90,8,9,a,h2,h3,h9
107,90,8,9,v,i5,i1,i8
108,90,8,9,a,h4,h6,h7
109,90,8,9,a,a4,a5,a7
110,90,8,9,a,i2,i3,i4
111,90,8,9,v,i8,i1,i10
112,90,8,9,v,h2,h3,h7
113,90,8,9,a,i10,i4,i9
114,90,8,9,v,i8,i2,i4
115,90,8,9,v,a2,a6,a7
116,90,8,9,a,h4,h6,h9
117,90,8,9,a,a6,a2,a3
118,90,8,9,a,h6,h3,h8
119,90,8,9,v,a7,a10,a9
120,90,8,9,a,i7,i4,i9
121,90,8,9,v,h9,h4,h5
122,90,8,9,a,i6,i2,i9
123,90,8,9,v,i3,i10,i7
124,90,8,9,a,h3,h2,h8
125,90,8,9,v,h1,h4,h9
126,90,8,9,a,a10,a2,a8
127,90,8,9,v,i3,i2,i9
128,90,8,9,a,h9,h5,h8
129,90,8,9,v,i1,i8,i9
130,90,8,9,v,h4,h2,h3
131,90,8,9,a,i9,i10,i7
132,90,8,9,v,h5,h4,h7
133,90,8,9,a,a7,a8,a9
134,90,8,9,a,h4,h7,h8
135,90,8,9,v,i2,i1,i6
136,90,8,9,v,a4,a3,a5
137,90,8,9,a,a5,a4,a7
138,90,8,9,a,i4,i1,i7
139,90,8,9,a,a3,a10,a4
140,90,8,9,v,a8,a4,a6
141,90,8,9,a,h7,h8,h9
142,90,8,9,v,i8,i5,i9
143,90,8,9,v,a2,a10,a4
144,90,8,9,v,h1,h3,h4
145,90,8,9,a,h6,h10,h9
146,90,8,9,a,a8,a3,a4
147,90,8,9,a,a4,a3,a7
148,90,8,9,v,i10,i2,i8
149,90,8,9,a,a9,a1,a4
150,90,8,9,a,i8,i3,i6
151,90,8,9,a,a3,a6,a8
152,90,8,9,v,a1,a4,a6
153,90,8,9,v,h10,h8,h9
154,90,8,9,a,a2,a4,a5
155,90,8,9,a,h3,h5,h9
156,90,8,9,v,h3,h2,h9
157,90,8,9,a,h7,h4,h6
158,90,8,9,a,h5,h2,h4
159,90,8,9,v,h9,h2,h6
160,90,8,9,a,i10,i5,i6
161,90,8,9,a,i4,i2,i7
162,90,8,9,v,a1,a4,a9
163,90,8,9,v,i2,i3,i9
164,90,8,9,a,i6,i5,i9
165,90,8,9,v,i4,i1,i3
166,90,8,9,a,h10,h7,h9
167,90,8,9,v,i1,i4,i8
168,90,8,9,v,a6,a7,a8
169,90,8,9,v,h8,h1,h5
170,90,8,9,a,a9,a10,a2
171,90,8,9,v,i2,i6,i9
172,90,8,9,v,h6,h10,h4
173,90,8,9,v,a8,a4,a9
174,90,8,9,a,i1,i10,i2
175,90,8,9,a,a6,a3,a8
176,90,8,9,v,i5,i3,i6
177,90,8,9,v,h3,h2,h4
178,90,8,9,a,i9,i7,i8
179,90,8,9,v,i6,i7,i9
180,90,8,9,v,h1,h10,h2
181,90,8,9,v,i4,i1,i8
182,90,8,9,a,a1,a5,a9
183,90,8,9,v,h4,h3,h5
184,90,8,9,v,a7,a1,a2
185,90,8,9,v,a9,a3,a6
