,sub,set,split,modality,prompt,opt1,opt2
0,15,3,2,a,i1,i2,i5
1,15,3,2,v,i6,i3,i8
2,15,3,2,a,a10,a4,a6
3,15,3,2,a,i7,i5,i6
4,15,3,2,a,t10,t3,t8
5,15,3,2,v,a9,a3,a4
6,15,3,2,v,i6,i5,i8
7,15,3,2,a,a6,a2,a3
8,15,3,2,v,i7,i5,i8
9,15,3,2,v,t9,t3,t7
10,15,3,2,v,i8,i4,i5
11,15,3,2,v,t8,t1,t6
12,15,3,2,a,t5,t1,t2
13,15,3,2,a,i5,i1,i8
14,15,3,2,v,i3,i5,i6
15,15,3,2,v,a8,a10,a2
16,15,3,2,a,a10,a1,a9
17,15,3,2,v,a8,a10,a4
18,15,3,2,a,a10,a1,a3
19,15,3,2,a,t4,t5,t7
20,15,3,2,v,i2,i4,i6
21,15,3,2,a,a10,a3,a5
22,15,3,2,a,t8,t2,t4
23,15,3,2,a,a5,a2,a6
24,15,3,2,a,t7,t6,t9
25,15,3,2,v,a8,a10,a3
26,15,3,2,a,a1,a4,a7
27,15,3,2,a,a9,a10,a5
28,15,3,2,v,t6,t10,t8
29,15,3,2,a,a3,a1,a2
30,15,3,2,a,i8,i4,i6
31,15,3,2,a,i2,i4,i9
32,15,3,2,v,a7,a2,a4
33,15,3,2,v,a10,a2,a8
34,15,3,2,v,t6,t10,t3
35,15,3,2,a,t7,t1,t10
36,15,3,2,v,t3,t1,t8
37,15,3,2,a,i8,i4,i5
38,15,3,2,v,a10,a2,a7
39,15,3,2,a,i2,i4,i7
40,15,3,2,a,i10,i2,i5
41,15,3,2,a,a9,a1,a10
42,15,3,2,a,i3,i1,i6
43,15,3,2,v,a7,a2,a3
44,15,3,2,v,i7,i10,i8
45,15,3,2,a,a7,a2,a9
46,15,3,2,a,t1,t6,t9
47,15,3,2,v,a9,a2,a6
48,15,3,2,v,t4,t1,t5
49,15,3,2,v,t2,t4,t8
50,15,3,2,a,t1,t2,t7
51,15,3,2,a,a5,a10,a2
52,15,3,2,v,a9,a4,a6
53,15,3,2,v,t5,t2,t7
54,15,3,2,v,t7,t5,t9
55,15,3,2,v,t7,t1,t3
56,15,3,2,v,t8,t1,t10
57,15,3,2,v,a9,a4,a8
58,15,3,2,a,a3,a10,a6
59,15,3,2,v,i10,i3,i8
60,15,3,2,a,a2,a10,a4
61,15,3,2,v,i6,i10,i5
62,15,3,2,a,i4,i1,i6
63,15,3,2,a,a1,a2,a9
64,15,3,2,v,t7,t1,t6
65,15,3,2,v,a8,a2,a6
66,15,3,2,a,i10,i1,i4
67,15,3,2,v,a7,a4,a9
68,15,3,2,v,t1,t3,t4
69,15,3,2,a,i6,i10,i5
70,15,3,2,v,i5,i4,i8
71,15,3,2,v,a6,a7,a8
72,15,3,2,v,t7,t4,t9
73,15,3,2,a,t3,t5,t7
74,15,3,2,a,i6,i1,i7
75,15,3,2,v,i5,i2,i9
76,15,3,2,v,a5,a3,a6
77,15,3,2,a,i9,i1,i5
78,15,3,2,a,t9,t3,t8
79,15,3,2,a,i6,i10,i2
80,15,3,2,a,a10,a1,a2
81,15,3,2,v,i3,i1,i2
82,15,3,2,v,a8,a4,a6
83,15,3,2,a,i8,i4,i7
84,15,3,2,v,a1,a2,a4
85,15,3,2,v,t2,t3,t8
86,15,3,2,v,i10,i5,i6
87,15,3,2,a,t3,t2,t7
88,15,3,2,a,t1,t4,t7
89,15,3,2,a,i6,i10,i7
90,15,3,2,a,i7,i6,i8
91,15,3,2,a,i10,i1,i5
92,15,3,2,a,a8,a5,a7
93,15,3,2,v,i9,i4,i7
94,15,3,2,v,i2,i10,i7
95,15,3,2,v,i8,i5,i7
96,15,3,2,a,i4,i3,i7
97,15,3,2,v,a4,a1,a10
98,15,3,2,v,t5,t10,t9
99,15,3,2,a,i9,i3,i6
100,15,3,2,a,i3,i4,i5
101,15,3,2,a,a6,a2,a5
102,15,3,2,a,a8,a1,a6
103,15,3,2,a,a2,a4,a7
104,15,3,2,v,t9,t1,t8
105,15,3,2,v,t8,t10,t2
106,15,3,2,a,a1,a2,a4
107,15,3,2,v,a3,a2,a5
108,15,3,2,v,a3,a1,a9
109,15,3,2,v,i4,i2,i7
110,15,3,2,a,i5,i8,i9
111,15,3,2,v,t4,t1,t2
112,15,3,2,v,t3,t10,t6
113,15,3,2,a,t1,t2,t8
114,15,3,2,v,i8,i10,i5
115,15,3,2,v,a3,a2,a8
116,15,3,2,v,a2,a1,a3
117,15,3,2,v,a9,a10,a6
118,15,3,2,v,i6,i1,i5
119,15,3,2,v,a2,a1,a4
120,15,3,2,a,t7,t3,t8
121,15,3,2,v,a4,a6,a9
122,15,3,2,a,i5,i1,i7
