,sub,set,split,modality,prompt,opt1,opt2
0,4,0,3,a,a1,a10,a3
1,4,0,3,a,t6,t10,t9
2,4,0,3,a,a8,a3,a5
3,4,0,3,a,i1,i4,i6
4,4,0,3,a,i3,i1,i2
5,4,0,3,a,a7,a1,a2
6,4,0,3,a,a3,a6,a8
7,4,0,3,v,t6,t10,t4
8,4,0,3,v,t5,t1,t2
9,4,0,3,v,a2,a5,a9
10,4,0,3,v,a9,a10,a5
11,4,0,3,a,a1,a10,a9
12,4,0,3,a,a4,a5,a6
13,4,0,3,a,i2,i1,i5
14,4,0,3,a,i8,i5,i7
15,4,0,3,a,i6,i7,i8
16,4,0,3,a,t8,t5,t9
17,4,0,3,v,i1,i4,i6
18,4,0,3,a,i1,i3,i7
19,4,0,3,a,a4,a10,a6
20,4,0,3,v,a10,a3,a4
21,4,0,3,a,a5,a1,a10
22,4,0,3,v,t9,t1,t2
23,4,0,3,v,t3,t1,t5
24,4,0,3,v,t7,t5,t8
25,4,0,3,v,i9,i2,i8
26,4,0,3,a,t8,t10,t5
27,4,0,3,a,t6,t10,t5
28,4,0,3,a,i8,i2,i5
29,4,0,3,a,t10,t3,t9
30,4,0,3,a,i1,i3,i5
31,4,0,3,a,i4,i3,i5
32,4,0,3,v,t4,t5,t8
33,4,0,3,v,t8,t4,t7
34,4,0,3,a,t1,t6,t9
35,4,0,3,v,i4,i10,i8
36,4,0,3,v,a4,a7,a9
37,4,0,3,v,i3,i2,i9
38,4,0,3,a,i7,i10,i2
39,4,0,3,v,t4,t6,t8
40,4,0,3,v,i2,i10,i9
41,4,0,3,a,t4,t10,t8
42,4,0,3,a,t10,t3,t4
43,4,0,3,v,t6,t10,t7
44,4,0,3,a,t4,t3,t9
45,4,0,3,a,t4,t1,t6
46,4,0,3,v,i7,i1,i10
47,4,0,3,v,i7,i2,i3
48,4,0,3,v,t9,t3,t4
49,4,0,3,a,i2,i1,i6
50,4,0,3,a,t5,t10,t4
51,4,0,3,a,t2,t1,t6
52,4,0,3,v,i4,i1,i8
53,4,0,3,v,t3,t7,t8
54,4,0,3,a,a10,a4,a8
55,4,0,3,v,a6,a1,a9
56,4,0,3,a,a7,a1,a8
57,4,0,3,a,i3,i2,i6
58,4,0,3,a,i5,i10,i4
59,4,0,3,a,i10,i6,i8
60,4,0,3,v,a1,a3,a9
61,4,0,3,a,t10,t1,t7
62,4,0,3,v,a5,a1,a3
63,4,0,3,v,a10,a5,a8
64,4,0,3,a,t2,t1,t9
65,4,0,3,v,t8,t4,t6
66,4,0,3,v,a3,a7,a8
67,4,0,3,v,i5,i10,i8
68,4,0,3,v,t3,t4,t9
69,4,0,3,a,t5,t4,t8
70,4,0,3,a,t6,t2,t3
71,4,0,3,a,i7,i1,i3
72,4,0,3,a,a9,a3,a7
73,4,0,3,a,t6,t1,t3
74,4,0,3,v,a9,a10,a8
75,4,0,3,a,t4,t2,t6
76,4,0,3,v,i8,i7,i9
77,4,0,3,v,t5,t10,t4
78,4,0,3,v,t5,t1,t4
79,4,0,3,a,t10,t6,t7
80,4,0,3,a,t9,t4,t6
81,4,0,3,a,i4,i2,i5
82,4,0,3,a,i1,i4,i8
83,4,0,3,a,i1,i3,i6
84,4,0,3,a,i6,i5,i9
85,4,0,3,a,i3,i10,i2
86,4,0,3,a,t7,t4,t6
87,4,0,3,a,t3,t10,t4
88,4,0,3,v,a10,a2,a7
89,4,0,3,v,i4,i3,i8
90,4,0,3,v,i6,i2,i3
91,4,0,3,a,a5,a3,a9
92,4,0,3,a,a3,a2,a8
93,4,0,3,v,a8,a1,a5
94,4,0,3,a,a8,a10,a4
95,4,0,3,v,t9,t1,t6
96,4,0,3,a,i1,i3,i8
97,4,0,3,a,i2,i6,i7
98,4,0,3,v,a7,a1,a8
99,4,0,3,a,a4,a1,a3
