,sub,set,split,modality,prompt,opt1,opt2
0,37,3,6,a,h10,h2,h7
1,37,3,6,v,i1,i2,i9
2,37,3,6,a,a3,a8,a9
3,37,3,6,a,h1,h10,h3
4,37,3,6,v,h7,h10,h9
5,37,3,6,v,h8,h2,h4
6,37,3,6,v,h1,h6,h7
7,37,3,6,v,a3,a2,a4
8,37,3,6,v,h10,h1,h8
9,37,3,6,a,a2,a1,a10
10,37,3,6,v,h10,h3,h4
11,37,3,6,a,h6,h3,h4
12,37,3,6,a,i9,i4,i7
13,37,3,6,v,a1,a6,a9
14,37,3,6,a,h8,h2,h4
15,37,3,6,v,h6,h1,h8
16,37,3,6,a,a7,a10,a6
17,37,3,6,v,h2,h10,h9
18,37,3,6,a,a3,a6,a8
19,37,3,6,a,i7,i10,i4
20,37,3,6,v,i4,i5,i6
21,37,3,6,a,a8,a1,a3
22,37,3,6,v,h5,h4,h6
23,37,3,6,a,a8,a1,a2
24,37,3,6,v,i10,i7,i8
25,37,3,6,a,i9,i5,i6
26,37,3,6,v,i9,i10,i8
27,37,3,6,v,i10,i1,i3
28,37,3,6,a,i8,i10,i6
29,37,3,6,a,a10,a4,a7
30,37,3,6,a,a9,a5,a6
31,37,3,6,a,h3,h10,h2
32,37,3,6,v,i7,i2,i5
33,37,3,6,a,i4,i1,i2
34,37,3,6,v,i8,i6,i7
35,37,3,6,v,a3,a5,a9
36,37,3,6,v,a10,a2,a9
37,37,3,6,v,a7,a1,a4
38,37,3,6,v,i4,i2,i7
39,37,3,6,a,a1,a10,a7
40,37,3,6,a,h4,h3,h6
41,37,3,6,a,a1,a10,a4
42,37,3,6,v,i3,i10,i2
43,37,3,6,v,h1,h10,h4
44,37,3,6,a,a10,a6,a9
45,37,3,6,a,a5,a7,a9
46,37,3,6,a,a7,a4,a6
47,37,3,6,v,i8,i3,i5
48,37,3,6,a,a4,a1,a7
49,37,3,6,v,a2,a5,a6
50,37,3,6,a,i10,i8,i9
51,37,3,6,a,i5,i10,i6
52,37,3,6,v,i5,i3,i6
53,37,3,6,v,i7,i10,i4
54,37,3,6,a,i4,i1,i7
55,37,3,6,v,a2,a1,a10
56,37,3,6,v,h8,h1,h6
57,37,3,6,a,a5,a4,a7
58,37,3,6,a,i6,i2,i8
59,37,3,6,a,i5,i10,i4
60,37,3,6,v,h5,h2,h7
61,37,3,6,v,a9,a10,a6
62,37,3,6,a,a4,a2,a3
63,37,3,6,a,a6,a8,a9
64,37,3,6,a,h7,h2,h4
65,37,3,6,a,a2,a1,a3
66,37,3,6,v,i3,i10,i4
67,37,3,6,v,a5,a10,a3
68,37,3,6,v,i5,i6,i8
69,37,3,6,a,i9,i10,i8
70,37,3,6,v,h9,h1,h8
71,37,3,6,a,h1,h2,h5
72,37,3,6,v,h4,h6,h9
73,37,3,6,v,a2,a10,a4
74,37,3,6,v,i6,i1,i8
75,37,3,6,a,h9,h1,h5
76,37,3,6,a,h6,h2,h8
77,37,3,6,a,i6,i2,i3
78,37,3,6,a,a2,a10,a9
79,37,3,6,v,i9,i10,i6
80,37,3,6,a,h7,h1,h8
81,37,3,6,v,h9,h10,h5
82,37,3,6,a,i3,i1,i2
83,37,3,6,a,i10,i7,i8
84,37,3,6,v,a8,a10,a5
85,37,3,6,v,h8,h5,h7
86,37,3,6,a,h4,h1,h6
87,37,3,6,a,h4,h2,h9
88,37,3,6,v,a4,a2,a5
89,37,3,6,v,a5,a7,a8
90,37,3,6,a,a2,a3,a5
91,37,3,6,a,i5,i3,i7
92,37,3,6,a,i7,i1,i6
93,37,3,6,v,h10,h1,h3
94,37,3,6,a,i1,i10,i6
95,37,3,6,a,a5,a1,a7
96,37,3,6,v,h6,h5,h8
97,37,3,6,a,a10,a1,a6
98,37,3,6,v,i4,i1,i8
99,37,3,6,a,i1,i10,i3
100,37,3,6,v,a6,a1,a2
101,37,3,6,a,h9,h1,h8
102,37,3,6,v,h9,h3,h8
103,37,3,6,a,a7,a2,a6
104,37,3,6,a,a5,a1,a10
105,37,3,6,a,h8,h4,h6
106,37,3,6,v,h4,h1,h6
107,37,3,6,a,a1,a4,a8
108,37,3,6,a,i1,i4,i6
109,37,3,6,a,i6,i10,i8
110,37,3,6,v,i9,i2,i3
111,37,3,6,v,a4,a2,a6
112,37,3,6,v,i2,i4,i6
113,37,3,6,a,h2,h6,h9
114,37,3,6,a,h9,h5,h7
115,37,3,6,v,h8,h3,h6
116,37,3,6,v,i1,i2,i4
117,37,3,6,v,i5,i1,i4
118,37,3,6,v,a3,a4,a6
119,37,3,6,a,a4,a1,a6
120,37,3,6,v,a10,a2,a7
121,37,3,6,v,a1,a4,a6
122,37,3,6,v,i10,i4,i5
123,37,3,6,v,h7,h10,h5
