,sub,set,split,modality,prompt,opt1,opt2
0,17,4,0,a,i7,i2,i5
1,17,4,0,a,i7,i3,i4
2,17,4,0,v,t4,t1,t5
3,17,4,0,a,i9,i1,i3
4,17,4,0,a,i7,i10,i5
5,17,4,0,v,t3,t4,t9
6,17,4,0,a,a7,a3,a9
7,17,4,0,a,i9,i1,i4
8,17,4,0,v,i3,i4,i9
9,17,4,0,v,t10,t5,t7
10,17,4,0,v,a3,a2,a4
11,17,4,0,v,i4,i6,i8
12,17,4,0,a,a3,a4,a7
13,17,4,0,a,t8,t2,t4
14,17,4,0,a,a10,a3,a9
15,17,4,0,v,i1,i10,i7
16,17,4,0,a,a10,a2,a8
17,17,4,0,a,i9,i10,i3
18,17,4,0,a,t9,t2,t8
19,17,4,0,a,t7,t1,t3
20,17,4,0,v,a3,a5,a7
21,17,4,0,a,i7,i2,i6
22,17,4,0,v,i4,i8,i9
23,17,4,0,a,i7,i2,i3
24,17,4,0,a,i6,i7,i8
25,17,4,0,a,i4,i3,i7
26,17,4,0,a,t3,t2,t8
27,17,4,0,a,i8,i1,i7
28,17,4,0,v,t1,t10,t8
29,17,4,0,v,i8,i4,i5
30,17,4,0,a,t8,t10,t5
31,17,4,0,v,t6,t3,t9
32,17,4,0,a,t4,t6,t7
33,17,4,0,a,i4,i2,i9
34,17,4,0,a,t1,t2,t7
35,17,4,0,v,i8,i2,i4
36,17,4,0,v,t1,t10,t6
37,17,4,0,a,a5,a1,a3
38,17,4,0,a,i10,i4,i8
39,17,4,0,v,t5,t4,t6
40,17,4,0,v,i4,i10,i9
41,17,4,0,v,a1,a4,a8
42,17,4,0,v,i7,i2,i6
43,17,4,0,v,i4,i6,i7
44,17,4,0,a,i9,i1,i5
45,17,4,0,a,i8,i3,i7
46,17,4,0,v,t3,t2,t8
47,17,4,0,v,t5,t2,t4
48,17,4,0,v,a4,a2,a8
49,17,4,0,a,a2,a1,a8
50,17,4,0,v,a8,a1,a10
51,17,4,0,a,i3,i10,i5
52,17,4,0,v,a10,a3,a4
53,17,4,0,v,i2,i1,i7
54,17,4,0,v,a1,a4,a7
55,17,4,0,v,a6,a10,a7
56,17,4,0,a,t8,t2,t6
57,17,4,0,a,i1,i3,i5
58,17,4,0,v,a2,a1,a9
59,17,4,0,v,i6,i2,i7
60,17,4,0,v,a6,a1,a2
61,17,4,0,v,i10,i4,i9
62,17,4,0,v,i2,i5,i7
63,17,4,0,a,a8,a6,a9
64,17,4,0,v,t3,t4,t8
65,17,4,0,v,i8,i3,i4
66,17,4,0,a,a3,a1,a8
67,17,4,0,v,t3,t10,t4
68,17,4,0,v,i6,i3,i7
69,17,4,0,a,i3,i7,i8
70,17,4,0,a,a2,a7,a8
71,17,4,0,v,a6,a3,a4
72,17,4,0,a,i3,i4,i7
73,17,4,0,v,a5,a8,a9
74,17,4,0,v,a3,a10,a6
75,17,4,0,a,t1,t7,t9
76,17,4,0,v,i8,i1,i10
77,17,4,0,v,i4,i2,i6
78,17,4,0,v,i2,i4,i9
79,17,4,0,v,t7,t10,t5
80,17,4,0,a,t2,t1,t7
81,17,4,0,v,t7,t2,t6
82,17,4,0,a,t2,t10,t3
83,17,4,0,a,a1,a7,a8
84,17,4,0,a,t8,t2,t3
85,17,4,0,v,t10,t6,t9
86,17,4,0,a,i6,i2,i4
87,17,4,0,a,i6,i1,i3
88,17,4,0,v,a10,a7,a8
89,17,4,0,v,a3,a7,a8
90,17,4,0,a,i8,i10,i5
91,17,4,0,v,i1,i10,i8
92,17,4,0,a,a6,a5,a7
93,17,4,0,a,t7,t1,t9
94,17,4,0,a,t9,t3,t8
95,17,4,0,a,i4,i10,i5
96,17,4,0,v,t1,t2,t7
97,17,4,0,a,i8,i1,i3
98,17,4,0,a,i6,i10,i2
99,17,4,0,v,a1,a3,a4
100,17,4,0,v,t4,t8,t9
101,17,4,0,v,i1,i10,i6
