,sub,set,split,modality,prompt,opt1,opt2
0,15,1,6,v,i10,i2,i3
1,15,1,6,v,i9,i4,i5
2,15,1,6,v,a8,a1,a10
3,15,1,6,v,h9,h2,h3
4,15,1,6,a,i5,i6,i7
5,15,1,6,v,h9,h1,h3
6,15,1,6,v,a10,a1,a7
7,15,1,6,a,a2,a4,a5
8,15,1,6,a,h3,h1,h4
9,15,1,6,v,a9,a2,a6
10,15,1,6,v,a4,a5,a7
11,15,1,6,a,a9,a2,a7
12,15,1,6,a,h10,h3,h6
13,15,1,6,a,a7,a3,a5
14,15,1,6,v,h5,h8,h9
15,15,1,6,a,a6,a10,a2
16,15,1,6,a,h5,h4,h6
17,15,1,6,a,i7,i3,i9
18,15,1,6,v,a1,a10,a5
19,15,1,6,v,a6,a2,a3
20,15,1,6,a,h4,h5,h9
21,15,1,6,v,a2,a10,a3
22,15,1,6,a,i2,i3,i4
23,15,1,6,v,h8,h10,h7
24,15,1,6,a,a3,a1,a5
25,15,1,6,a,a5,a3,a6
26,15,1,6,a,i10,i2,i8
27,15,1,6,a,a3,a5,a7
28,15,1,6,a,h7,h5,h8
29,15,1,6,a,i10,i1,i5
30,15,1,6,v,i1,i6,i8
31,15,1,6,a,i9,i7,i8
32,15,1,6,a,a2,a5,a6
33,15,1,6,v,a1,a2,a8
34,15,1,6,a,h5,h1,h2
35,15,1,6,v,h3,h10,h9
36,15,1,6,v,i5,i10,i8
37,15,1,6,a,h6,h10,h3
38,15,1,6,v,i4,i3,i8
39,15,1,6,v,h2,h10,h6
40,15,1,6,a,i6,i3,i9
41,15,1,6,v,i2,i1,i6
42,15,1,6,a,i6,i2,i4
43,15,1,6,a,i1,i8,i9
44,15,1,6,a,a7,a2,a3
45,15,1,6,a,a3,a1,a9
46,15,1,6,v,h1,h10,h3
47,15,1,6,a,i5,i1,i3
48,15,1,6,v,h6,h5,h8
49,15,1,6,a,a4,a3,a9
50,15,1,6,v,i2,i6,i9
51,15,1,6,v,i9,i2,i8
52,15,1,6,v,h4,h2,h6
53,15,1,6,v,a4,a3,a7
54,15,1,6,a,h5,h2,h4
55,15,1,6,v,h4,h10,h5
56,15,1,6,a,h2,h1,h9
57,15,1,6,v,a8,a3,a9
58,15,1,6,v,i7,i3,i6
59,15,1,6,v,h1,h3,h8
60,15,1,6,a,h9,h4,h5
61,15,1,6,a,i4,i5,i6
62,15,1,6,a,a6,a1,a7
63,15,1,6,a,i8,i10,i5
64,15,1,6,v,a10,a2,a8
65,15,1,6,a,h5,h2,h3
66,15,1,6,a,a2,a1,a4
67,15,1,6,a,h3,h2,h7
68,15,1,6,v,a6,a7,a8
69,15,1,6,v,a3,a4,a5
70,15,1,6,a,a2,a7,a8
71,15,1,6,v,a3,a4,a7
72,15,1,6,v,a7,a10,a4
73,15,1,6,v,i7,i1,i8
74,15,1,6,v,h10,h5,h6
75,15,1,6,a,a8,a10,a2
76,15,1,6,v,a3,a5,a9
77,15,1,6,v,a2,a4,a9
78,15,1,6,a,h8,h1,h5
79,15,1,6,a,a7,a10,a9
80,15,1,6,a,i2,i4,i8
81,15,1,6,v,i10,i5,i6
82,15,1,6,v,i7,i3,i4
83,15,1,6,a,a10,a1,a7
84,15,1,6,a,i3,i2,i7
85,15,1,6,v,h3,h1,h8
86,15,1,6,v,h3,h4,h6
87,15,1,6,v,a9,a2,a7
88,15,1,6,a,h3,h7,h8
89,15,1,6,a,a10,a5,a7
90,15,1,6,a,i9,i2,i4
91,15,1,6,v,h6,h1,h5
92,15,1,6,a,h6,h10,h4
93,15,1,6,a,h9,h10,h3
94,15,1,6,a,a10,a3,a9
95,15,1,6,v,i6,i5,i7
96,15,1,6,v,i1,i5,i7
97,15,1,6,v,i6,i8,i9
98,15,1,6,v,i5,i4,i8
99,15,1,6,a,a4,a5,a6
100,15,1,6,v,i10,i4,i5
101,15,1,6,a,a5,a6,a9
102,15,1,6,v,i6,i1,i10
103,15,1,6,v,i9,i1,i4
104,15,1,6,a,h8,h1,h4
105,15,1,6,a,h8,h4,h9
106,15,1,6,a,a9,a1,a3
107,15,1,6,v,h7,h10,h8
108,15,1,6,v,h10,h1,h7
109,15,1,6,a,i2,i6,i8
110,15,1,6,a,i6,i2,i3
111,15,1,6,v,a5,a3,a8
112,15,1,6,a,i8,i10,i3
113,15,1,6,a,h9,h7,h8
114,15,1,6,a,a1,a3,a7
115,15,1,6,a,i8,i6,i9
116,15,1,6,a,h2,h3,h8
117,15,1,6,v,a10,a4,a9
118,15,1,6,v,i6,i2,i7
119,15,1,6,v,a2,a10,a8
120,15,1,6,v,a10,a2,a7
121,15,1,6,a,i7,i4,i6
122,15,1,6,v,h5,h6,h8
123,15,1,6,a,i7,i10,i9
124,15,1,6,a,a7,a3,a4
125,15,1,6,v,h10,h1,h9
126,15,1,6,v,a4,a2,a8
127,15,1,6,v,a1,a2,a6
128,15,1,6,a,a6,a8,a9
129,15,1,6,a,i9,i2,i6
130,15,1,6,a,i1,i5,i7
131,15,1,6,a,h4,h1,h2
132,15,1,6,a,h2,h8,h9
133,15,1,6,a,h1,h10,h3
134,15,1,6,v,h9,h10,h6
135,15,1,6,v,a9,a4,a8
136,15,1,6,a,i1,i1,i3
137,15,1,6,a,i3,i5,i7
138,15,1,6,v,i6,i4,i5
139,15,1,6,v,i8,i1,i3
140,15,1,6,v,h8,h7,h9
141,15,1,6,a,i3,i2,i5
142,15,1,6,v,i10,i2,i8
143,15,1,6,v,a8,a10,a4
144,15,1,6,v,h7,h5,h6
145,15,1,6,v,i3,i10,i2
146,15,1,6,v,h1,h4,h9
147,15,1,6,a,h1,h6,h9
148,15,1,6,v,a4,a10,a2
149,15,1,6,v,i3,i1,i8
150,15,1,6,a,h7,h6,h9
151,15,1,6,v,a5,a2,a3
152,15,1,6,a,a4,a10,a6
153,15,1,6,v,a9,a10,a2
154,15,1,6,a,h1,h2,h9
155,15,1,6,v,i5,i3,i9
156,15,1,6,a,h6,h10,h5
157,15,1,6,v,a10,a8,a9
158,15,1,6,a,h10,h4,h7
159,15,1,6,v,a5,a10,a2
160,15,1,6,a,h10,h2,h9
161,15,1,6,a,a8,a4,a5
162,15,1,6,v,h6,h1,h10
163,15,1,6,a,a1,a10,a4
164,15,1,6,v,h4,h2,h9
165,15,1,6,v,a5,a6,a7
166,15,1,6,v,h2,h3,h5
167,15,1,6,a,h7,h10,h6
168,15,1,6,v,h4,h1,h7
169,15,1,6,v,i4,i2,i8
170,15,1,6,a,h8,h2,h7
171,15,1,6,a,i10,i3,i5
172,15,1,6,a,i8,i2,i4
173,15,1,6,v,h7,h1,h5
174,15,1,6,v,i7,i1,i10
175,15,1,6,a,a1,a5,a9
176,15,1,6,a,i1,i3,i8
177,15,1,6,a,h9,h5,h8
178,15,1,6,v,h3,h2,h6
179,15,1,6,a,h6,h3,h4
180,15,1,6,a,h4,h6,h9
181,15,1,6,v,i3,i4,i9
182,15,1,6,v,a5,a1,a6
183,15,1,6,v,i8,i4,i7
184,15,1,6,a,i4,i5,i8
185,15,1,6,v,h4,h1,h6
186,15,1,6,v,a3,a4,a8
187,15,1,6,a,a4,a8,a9
188,15,1,6,a,a7,a6,a9
189,15,1,6,v,h6,h3,h6
190,15,1,6,a,a8,a2,a3
191,15,1,6,a,a3,a4,a9
192,15,1,6,a,h4,h2,h5
193,15,1,6,v,i3,i10,i6
194,15,1,6,v,i8,i2,i3
195,15,1,6,a,h7,h8,h9
196,15,1,6,a,i4,i3,i5
197,15,1,6,a,i2,i5,i7
198,15,1,6,v,h8,h3,h5
199,15,1,6,v,a2,a3,a5
200,15,1,6,v,i9,i10,i6
201,15,1,6,a,h2,h10,h7
202,15,1,6,a,h9,h2,h3
203,15,1,6,v,a7,a2,a6
204,15,1,6,a,a4,a2,a5
205,15,1,6,a,i4,i1,i9
206,15,1,6,a,i10,i3,i8
207,15,1,6,v,h3,h2,h8
208,15,1,6,v,i2,i4,i6
209,15,1,6,v,h2,h4,h5
210,15,1,6,a,i5,i1,i6
211,15,1,6,a,a10,a3,a6
212,15,1,6,a,i10,i1,i6
213,15,1,6,a,a9,a4,a5
214,15,1,6,v,h8,h6,h7
215,15,1,6,a,a9,a10,a6
216,15,1,6,v,i7,i4,i5
217,15,1,6,a,i8,i1,i5
218,15,1,6,v,h8,h10,h3
219,15,1,6,a,h2,h5,h7
220,15,1,6,v,i1,i4,i8
221,15,1,6,v,i10,i2,i9
222,15,1,6,a,h3,h6,h9
223,15,1,6,v,h9,h4,h5
