,sub,set,split,modality,prompt,opt1,opt2
0,5,1,0,v,a3,a7,a9
1,5,1,0,v,i10,i3,i7
2,5,1,0,v,t7,t2,t6
3,5,1,0,a,t9,t10,t8
4,5,1,0,v,t9,t2,t5
5,5,1,0,v,a1,a2,a7
6,5,1,0,v,a5,a10,a6
7,5,1,0,a,t1,t7,t8
8,5,1,0,a,t8,t10,t3
9,5,1,0,a,t8,t10,t9
10,5,1,0,v,t3,t10,t9
11,5,1,0,v,i8,i10,i5
12,5,1,0,v,a10,a1,a4
13,5,1,0,a,a2,a1,a10
14,5,1,0,a,a5,a3,a7
15,5,1,0,a,a4,a2,a8
16,5,1,0,a,a8,a3,a7
17,5,1,0,a,i6,i10,i8
18,5,1,0,a,i6,i10,i2
19,5,1,0,v,t9,t2,t4
20,5,1,0,a,t8,t4,t5
21,5,1,0,v,t4,t2,t5
22,5,1,0,v,a8,a5,a9
23,5,1,0,v,i6,i1,i7
24,5,1,0,a,t9,t2,t4
25,5,1,0,v,i7,i3,i8
26,5,1,0,v,i1,i4,i8
27,5,1,0,v,i8,i2,i6
28,5,1,0,a,i10,i1,i6
29,5,1,0,a,t9,t4,t5
30,5,1,0,a,i8,i6,i7
31,5,1,0,v,i4,i8,i9
32,5,1,0,v,a1,a2,a6
33,5,1,0,v,a4,a1,a3
34,5,1,0,a,t7,t2,t5
35,5,1,0,v,t8,t1,t3
36,5,1,0,a,a9,a1,a7
37,5,1,0,v,a7,a5,a9
38,5,1,0,a,a2,a8,a9
39,5,1,0,a,a3,a1,a4
40,5,1,0,v,i9,i7,i8
41,5,1,0,v,a9,a1,a4
42,5,1,0,v,a3,a2,a4
43,5,1,0,a,t10,t2,t6
44,5,1,0,v,t2,t10,t9
45,5,1,0,a,i1,i2,i7
46,5,1,0,v,t4,t10,t5
47,5,1,0,a,a5,a6,a8
48,5,1,0,a,a7,a10,a9
49,5,1,0,v,t7,t10,t5
50,5,1,0,a,a3,a10,a7
51,5,1,0,a,i7,i1,i2
52,5,1,0,a,a1,a2,a5
53,5,1,0,v,t3,t5,t6
54,5,1,0,a,t9,t2,t8
55,5,1,0,v,i4,i3,i9
56,5,1,0,a,t6,t1,t8
57,5,1,0,a,i4,i6,i8
58,5,1,0,v,i3,i2,i7
59,5,1,0,v,t8,t10,t4
60,5,1,0,v,a9,a6,a7
61,5,1,0,a,i10,i3,i6
62,5,1,0,v,a1,a2,a5
63,5,1,0,a,a1,a5,a9
64,5,1,0,a,t1,t10,t9
65,5,1,0,a,t4,t1,t2
66,5,1,0,v,i4,i6,i7
67,5,1,0,v,a7,a3,a5
68,5,1,0,a,i10,i6,i9
69,5,1,0,a,a5,a3,a8
70,5,1,0,v,i5,i2,i4
71,5,1,0,a,a9,a5,a8
72,5,1,0,a,t2,t5,t7
73,5,1,0,a,a3,a6,a7
74,5,1,0,v,a5,a1,a6
75,5,1,0,a,i7,i6,i9
76,5,1,0,v,i8,i10,i7
77,5,1,0,v,a3,a10,a5
78,5,1,0,a,i4,i7,i9
79,5,1,0,v,i3,i7,i8
80,5,1,0,a,t9,t1,t8
81,5,1,0,a,t5,t3,t9
82,5,1,0,a,t4,t2,t5
83,5,1,0,a,i6,i2,i4
84,5,1,0,a,t7,t4,t6
85,5,1,0,v,t6,t8,t9
86,5,1,0,v,t6,t1,t8
87,5,1,0,a,i1,i2,i5
88,5,1,0,v,t8,t10,t2
89,5,1,0,a,t9,t6,t8
90,5,1,0,v,i7,i10,i5
91,5,1,0,v,i2,i7,i8
92,5,1,0,a,i8,i4,i6
93,5,1,0,a,a9,a10,a7
94,5,1,0,a,a5,a1,a3
95,5,1,0,a,i10,i1,i5
96,5,1,0,v,a6,a10,a2
97,5,1,0,a,a1,a4,a8
98,5,1,0,a,i4,i10,i6
99,5,1,0,v,i10,i1,i2
100,5,1,0,a,i3,i4,i7
101,5,1,0,v,t7,t1,t9
102,5,1,0,a,t3,t1,t9
103,5,1,0,a,i9,i5,i8
104,5,1,0,a,t3,t2,t7
105,5,1,0,v,a5,a7,a9
106,5,1,0,v,a6,a10,a5
107,5,1,0,a,i8,i1,i3
108,5,1,0,a,t6,t2,t3
109,5,1,0,a,a3,a5,a9
110,5,1,0,a,i1,i10,i6
111,5,1,0,a,i8,i2,i4
112,5,1,0,a,a4,a2,a6
113,5,1,0,a,i3,i4,i6
114,5,1,0,v,i9,i2,i8
115,5,1,0,a,i10,i3,i9
116,5,1,0,a,i3,i1,i8
117,5,1,0,a,i9,i3,i8
118,5,1,0,a,t4,t10,t8
119,5,1,0,a,i5,i2,i3
120,5,1,0,v,a10,a3,a7
121,5,1,0,v,t7,t3,t8
122,5,1,0,a,i6,i5,i9
123,5,1,0,v,a10,a2,a5
124,5,1,0,a,a7,a10,a2
125,5,1,0,v,a8,a10,a3
126,5,1,0,a,t7,t10,t4
127,5,1,0,v,i10,i1,i4
128,5,1,0,a,a7,a2,a3
129,5,1,0,a,t7,t2,t6
130,5,1,0,a,i6,i7,i9
131,5,1,0,v,t5,t4,t9
132,5,1,0,v,t7,t2,t9
133,5,1,0,a,i9,i1,i4
134,5,1,0,a,a8,a7,a9
135,5,1,0,a,i7,i10,i9
136,5,1,0,v,a10,a1,a3
137,5,1,0,v,a2,a1,a9
138,5,1,0,v,t8,t10,t3
139,5,1,0,v,t8,t5,t7
140,5,1,0,v,i6,i5,i9
141,5,1,0,v,t4,t10,t2
142,5,1,0,a,t5,t1,t7
143,5,1,0,a,t10,t2,t8
144,5,1,0,v,i6,i4,i8
145,5,1,0,a,i4,i3,i9
146,5,1,0,a,t1,t3,t6
147,5,1,0,v,i5,i1,i10
148,5,1,0,v,t5,t3,t7
149,5,1,0,v,a1,a4,a9
150,5,1,0,a,i2,i3,i7
151,5,1,0,a,i9,i1,i7
152,5,1,0,v,i7,i3,i6
153,5,1,0,a,t10,t1,t6
154,5,1,0,v,a7,a10,a2
155,5,1,0,v,a1,a8,a9
156,5,1,0,a,a6,a1,a9
157,5,1,0,a,i6,i1,i8
158,5,1,0,a,a3,a4,a9
159,5,1,0,v,a3,a10,a9
160,5,1,0,v,a3,a10,a8
161,5,1,0,v,i1,i3,i5
162,5,1,0,v,a1,a10,a5
163,5,1,0,a,i10,i7,i8
164,5,1,0,a,i6,i7,i8
165,5,1,0,v,a4,a6,a7
166,5,1,0,v,i8,i5,i9
