,sub,set,split,modality,prompt,opt1,opt2
0,11,2,2,a,i10,i4,i6
1,11,2,2,a,i3,i10,i7
2,11,2,2,a,a8,a3,a5
3,11,2,2,a,a7,a1,a2
4,11,2,2,v,h1,h2,h8
5,11,2,2,a,a7,a3,a6
6,11,2,2,a,i10,i6,i8
7,11,2,2,v,i6,i10,i5
8,11,2,2,a,i5,i2,i7
9,11,2,2,v,i9,i4,i8
10,11,2,2,a,i9,i3,i8
11,11,2,2,a,i3,i7,i9
12,11,2,2,v,a4,a1,a5
13,11,2,2,a,a7,a10,a4
14,11,2,2,v,a6,a5,a8
15,11,2,2,v,h5,h4,h8
16,11,2,2,a,h7,h1,h3
17,11,2,2,v,i2,i10,i5
18,11,2,2,v,a4,a2,a5
19,11,2,2,v,h4,h2,h7
20,11,2,2,a,h9,h10,h8
21,11,2,2,a,h1,h10,h5
22,11,2,2,v,a6,a2,a4
23,11,2,2,a,a8,a1,a3
24,11,2,2,a,a4,a3,a9
25,11,2,2,a,h10,h3,h9
26,11,2,2,a,h1,h2,h6
27,11,2,2,a,a10,a4,a5
28,11,2,2,a,h8,h1,h2
29,11,2,2,a,a6,a4,a5
30,11,2,2,a,a6,a7,a9
31,11,2,2,v,h7,h10,h4
32,11,2,2,v,i10,i4,i8
33,11,2,2,a,h6,h4,h8
34,11,2,2,v,i7,i10,i6
35,11,2,2,v,i8,i1,i4
36,11,2,2,a,i6,i3,i9
37,11,2,2,v,a5,a2,a9
38,11,2,2,v,a3,a2,a5
39,11,2,2,v,i6,i1,i5
40,11,2,2,a,h7,h1,h6
41,11,2,2,v,h4,h2,h6
42,11,2,2,a,h5,h6,h8
43,11,2,2,a,h2,h10,h9
44,11,2,2,a,a1,a5,a8
45,11,2,2,a,a9,a2,a5
46,11,2,2,a,i9,i1,i8
47,11,2,2,a,a3,a2,a8
48,11,2,2,v,h8,h2,h3
49,11,2,2,a,a4,a10,a8
50,11,2,2,v,a9,a10,a2
51,11,2,2,v,a9,a10,a5
52,11,2,2,v,i3,i1,i7
53,11,2,2,a,h8,h10,h2
54,11,2,2,a,h6,h5,h8
55,11,2,2,a,i4,i1,i3
56,11,2,2,v,i8,i2,i9
57,11,2,2,v,i4,i6,i8
58,11,2,2,a,i6,i3,i4
59,11,2,2,a,a1,a3,a9
60,11,2,2,a,a9,a10,a4
61,11,2,2,a,a1,a4,a6
62,11,2,2,a,h2,h7,h9
63,11,2,2,a,a5,a3,a9
64,11,2,2,v,h5,h10,h7
65,11,2,2,v,i7,i5,i9
66,11,2,2,v,i8,i4,i5
67,11,2,2,v,a8,a10,a7
68,11,2,2,a,i9,i5,i7
69,11,2,2,v,h3,h2,h8
70,11,2,2,v,i9,i1,i10
71,11,2,2,a,i3,i10,i5
72,11,2,2,a,i8,i2,i9
73,11,2,2,a,i10,i2,i6
74,11,2,2,v,h10,h4,h6
75,11,2,2,v,a9,a6,a9
76,11,2,2,a,a7,a1,a9
77,11,2,2,a,a8,a4,a7
78,11,2,2,a,a5,a1,a9
79,11,2,2,a,a9,a2,a3
80,11,2,2,a,i2,i3,i6
81,11,2,2,a,a2,a1,a3
82,11,2,2,v,a9,a1,a5
83,11,2,2,a,i2,i6,i7
84,11,2,2,a,a5,a3,a6
85,11,2,2,a,i8,i10,i4
86,11,2,2,v,i2,i4,i7
87,11,2,2,a,a9,a10,a7
88,11,2,2,v,a7,a1,a2
89,11,2,2,v,i4,i1,i8
90,11,2,2,a,h3,h2,h9
91,11,2,2,v,a7,a10,a8
92,11,2,2,v,i1,i6,i8
93,11,2,2,v,a5,a7,a8
94,11,2,2,a,i6,i6,i9
95,11,2,2,a,h10,h4,h8
96,11,2,2,a,a10,a2,a6
97,11,2,2,v,i10,i4,i6
98,11,2,2,v,a8,a1,a5
99,11,2,2,v,i2,i3,i6
100,11,2,2,a,i7,i3,i7
101,11,2,2,a,i5,i1,i10
102,11,2,2,v,a5,a1,a8
103,11,2,2,a,i6,i10,i2
104,11,2,2,v,h3,h6,h7
105,11,2,2,a,a9,a1,a2
106,11,2,2,v,a2,a6,a9
107,11,2,2,a,a4,a5,a6
108,11,2,2,v,a2,a10,a4
109,11,2,2,v,h2,h1,h3
