,sub,set,split,modality,prompt,opt1,opt2
0,26,6,1,v,a4,a10,a9
1,26,6,1,a,a8,a10,a9
2,26,6,1,v,i2,i10,i4
3,26,6,1,a,i7,i2,i4
4,26,6,1,v,t4,t7,t8
5,26,6,1,v,i3,i4,i5
6,26,6,1,a,a7,a1,a10
7,26,6,1,a,i5,i4,i8
8,26,6,1,a,t5,t2,t3
9,26,6,1,v,t3,t4,t9
10,26,6,1,v,a8,a10,a3
11,26,6,1,v,t6,t10,t7
12,26,6,1,a,t5,t2,t7
13,26,6,1,v,i5,i4,i6
14,26,6,1,v,t3,t2,t5
15,26,6,1,a,i2,i1,i5
16,26,6,1,a,a7,a1,a5
17,26,6,1,v,i7,i1,i2
18,26,6,1,v,i10,i1,i5
19,26,6,1,v,t8,t2,t9
20,26,6,1,v,t7,t4,t8
21,26,6,1,a,t6,t10,t5
22,26,6,1,a,a4,a10,a2
23,26,6,1,v,a1,a4,a5
24,26,6,1,a,t8,t10,t7
25,26,6,1,a,a8,a10,a5
26,26,6,1,a,t1,t2,t5
27,26,6,1,v,t5,t4,t8
28,26,6,1,a,a10,a4,a6
29,26,6,1,v,i5,i10,i3
30,26,6,1,a,i3,i7,i9
31,26,6,1,a,a1,a2,a9
32,26,6,1,v,i6,i10,i4
33,26,6,1,a,i5,i10,i8
34,26,6,1,a,t1,t2,t8
35,26,6,1,v,i4,i6,i7
36,26,6,1,v,t1,t6,t7
37,26,6,1,v,a10,a3,a4
38,26,6,1,a,t4,t1,t5
39,26,6,1,v,a7,a1,a8
40,26,6,1,v,i7,i3,i8
41,26,6,1,a,i9,i10,i3
42,26,6,1,v,t2,t7,t8
43,26,6,1,v,i3,i1,i8
44,26,6,1,v,a5,a3,a7
45,26,6,1,a,t10,t1,t5
46,26,6,1,a,a3,a1,a4
47,26,6,1,v,i2,i8,i9
48,26,6,1,v,t5,t6,t7
49,26,6,1,a,i5,i4,i9
50,26,6,1,v,a1,a6,a9
51,26,6,1,v,t2,t8,t9
52,26,6,1,v,t3,t8,t9
53,26,6,1,a,i10,i4,i7
54,26,6,1,a,a5,a1,a9
55,26,6,1,a,a7,a4,a9
56,26,6,1,v,t8,t1,t3
57,26,6,1,a,a3,a4,a5
58,26,6,1,v,i8,i3,i7
59,26,6,1,a,i1,i2,i7
60,26,6,1,a,a7,a10,a9
61,26,6,1,a,a9,a3,a7
62,26,6,1,v,a3,a2,a6
63,26,6,1,a,a3,a2,a5
64,26,6,1,v,i5,i2,i7
65,26,6,1,v,t10,t1,t9
66,26,6,1,v,t9,t5,t6
67,26,6,1,v,t7,t10,t8
68,26,6,1,a,a7,a5,a6
69,26,6,1,v,t10,t8,t9
70,26,6,1,a,i1,i7,i9
71,26,6,1,a,i1,i6,i8
72,26,6,1,a,t8,t2,t3
73,26,6,1,a,t4,t10,t9
74,26,6,1,a,i3,i4,i6
75,26,6,1,v,i1,i4,i5
76,26,6,1,a,a8,a3,a9
77,26,6,1,v,i4,i2,i3
78,26,6,1,a,i8,i10,i3
79,26,6,1,v,i9,i3,i6
80,26,6,1,a,a8,a2,a3
81,26,6,1,v,i9,i5,i8
82,26,6,1,a,t2,t7,t8
83,26,6,1,a,a1,a4,a5
84,26,6,1,a,t10,t3,t6
85,26,6,1,a,a8,a4,a5
86,26,6,1,a,a4,a8,a9
87,26,6,1,a,t10,t1,t8
88,26,6,1,a,i3,i1,i5
89,26,6,1,v,t7,t3,t9
90,26,6,1,v,i9,i4,i8
91,26,6,1,v,t2,t1,t6
92,26,6,1,a,a9,a1,a6
93,26,6,1,a,i10,i8,i9
94,26,6,1,a,i8,i5,i9
95,26,6,1,v,i6,i5,i9
96,26,6,1,v,t6,t2,t3
97,26,6,1,v,t8,t2,t3
98,26,6,1,a,t1,t3,t6
99,26,6,1,v,t5,t1,t3
100,26,6,1,v,a3,a10,a6
101,26,6,1,v,t10,t2,t9
102,26,6,1,v,t1,t3,t8
103,26,6,1,a,i9,i1,i7
104,26,6,1,a,a10,a5,a9
105,26,6,1,v,t7,t1,t3
106,26,6,1,a,t9,t6,t7
107,26,6,1,a,a5,a7,a8
108,26,6,1,a,t1,t5,t9
109,26,6,1,a,t6,t7,t8
110,26,6,1,v,a4,a3,a8
111,26,6,1,v,t4,t5,t9
112,26,6,1,v,a8,a10,a9
113,26,6,1,a,a9,a6,a8
114,26,6,1,a,a5,a1,a2
115,26,6,1,a,i6,i4,i8
116,26,6,1,v,a1,a6,a7
117,26,6,1,v,i6,i2,i3
118,26,6,1,a,i4,i2,i3
119,26,6,1,v,a9,a10,a5
120,26,6,1,a,i4,i2,i7
121,26,6,1,a,a6,a4,a7
122,26,6,1,v,i2,i10,i8
123,26,6,1,a,i1,i4,i8
124,26,6,1,a,t6,t1,t8
125,26,6,1,a,i6,i10,i5
126,26,6,1,a,i3,i2,i6
127,26,6,1,a,t8,t5,t7
128,26,6,1,a,a1,a10,a7
129,26,6,1,v,i4,i2,i6
130,26,6,1,a,a9,a5,a8
131,26,6,1,a,t10,t7,t8
132,26,6,1,v,a5,a2,a4
133,26,6,1,v,i9,i3,i5
134,26,6,1,a,a10,a4,a5
135,26,6,1,v,i10,i4,i8
136,26,6,1,v,a3,a10,a2
137,26,6,1,v,a2,a3,a5
138,26,6,1,v,i1,i2,i9
139,26,6,1,a,a10,a1,a8
140,26,6,1,a,i7,i4,i5
141,26,6,1,a,a2,a6,a7
142,26,6,1,v,i7,i4,i6
143,26,6,1,v,i5,i1,i3
144,26,6,1,v,i8,i2,i4
145,26,6,1,v,i1,i2,i4
146,26,6,1,a,i2,i10,i9
147,26,6,1,v,a8,a4,a5
