,sub,set,split,modality,prompt,opt1,opt2
0,66,8,1,v,h4,h7,h9
1,66,8,1,a,h6,h2,h4
2,66,8,1,v,i9,i2,i8
3,66,8,1,a,i3,i4,i5
4,66,8,1,a,a9,a10,a2
5,66,8,1,a,h7,h1,h3
6,66,8,1,a,a10,a5,a6
7,66,8,1,a,a6,a5,a9
8,66,8,1,v,a8,a4,a7
9,66,8,1,v,a4,a6,a9
10,66,8,1,v,h9,h1,h10
11,66,8,1,v,h3,h10,h4
12,66,8,1,v,h1,h2,h5
13,66,8,1,a,i5,i10,i7
14,66,8,1,v,a9,a10,a7
15,66,8,1,v,i9,i10,i7
16,66,8,1,v,a8,a10,a7
17,66,8,1,v,h2,h3,h6
18,66,8,1,a,h10,h2,h5
19,66,8,1,v,h1,h10,h8
20,66,8,1,a,h5,h2,h3
21,66,8,1,v,a5,a3,a4
22,66,8,1,a,i6,i3,i9
23,66,8,1,v,i2,i3,i9
24,66,8,1,a,i5,i4,i8
25,66,8,1,a,a5,a2,a7
26,66,8,1,v,i7,i4,i5
27,66,8,1,v,h1,h2,h3
28,66,8,1,a,h7,h10,h6
29,66,8,1,v,a6,a8,a9
30,66,8,1,v,h7,h1,h6
31,66,8,1,v,i3,i10,i4
32,66,8,1,a,a8,a5,a6
33,66,8,1,v,i8,i10,i9
34,66,8,1,a,h8,h5,h9
35,66,8,1,a,i4,i2,i6
36,66,8,1,a,h5,h10,h7
37,66,8,1,a,a6,a5,a7
38,66,8,1,a,i4,i5,i7
39,66,8,1,v,a5,a4,a7
40,66,8,1,v,h8,h1,h4
41,66,8,1,a,i2,i6,i8
42,66,8,1,v,h9,h3,h5
43,66,8,1,a,h3,h4,h8
44,66,8,1,a,a4,a3,a7
45,66,8,1,v,i10,i8,i9
46,66,8,1,v,i1,i4,i9
47,66,8,1,v,i6,i10,i8
48,66,8,1,a,h10,h1,h4
49,66,8,1,v,h10,h1,h6
50,66,8,1,a,i5,i1,i10
51,66,8,1,a,h8,h1,h9
52,66,8,1,v,h1,h1,h4
53,66,8,1,a,a10,a1,a8
54,66,8,1,v,h5,h1,h3
55,66,8,1,v,h2,h5,h9
56,66,8,1,a,h4,h10,h5
57,66,8,1,a,i1,i2,i4
58,66,8,1,v,h4,h3,h7
59,66,8,1,a,a8,a1,a2
60,66,8,1,v,i9,i1,i8
61,66,8,1,v,i9,i4,i5
62,66,8,1,a,i6,i4,i8
63,66,8,1,a,h4,h2,h9
