,sub,set,split,modality,prompt,opt1,opt2
0,43,4,6,v,i3,i5,i9
1,43,4,6,v,i2,i4,i8
2,43,4,6,a,h5,h1,h4
3,43,4,6,v,a7,a5,a6
4,43,4,6,v,h7,h5,h9
5,43,4,6,a,i8,i2,i6
6,43,4,6,a,i3,i1,i6
7,43,4,6,a,h3,h10,h5
8,43,4,6,a,a1,a5,a8
9,43,4,6,v,h10,h1,h3
10,43,4,6,v,a4,a3,a9
11,43,4,6,v,i4,i1,i5
12,43,4,6,a,a8,a4,a6
13,43,4,6,a,h2,h1,h6
14,43,4,6,a,h1,h10,h6
15,43,4,6,a,i6,i4,i7
16,43,4,6,a,a5,a10,a2
17,43,4,6,a,a5,a7,a8
18,43,4,6,v,a2,a3,a4
19,43,4,6,v,a4,a3,a8
20,43,4,6,a,i8,i1,i3
21,43,4,6,v,h3,h10,h2
22,43,4,6,a,h1,h4,h9
23,43,4,6,v,a8,a10,a5
24,43,4,6,v,i1,i4,i8
25,43,4,6,v,h10,h7,h8
26,43,4,6,a,a9,a4,a8
27,43,4,6,a,a2,a1,a3
28,43,4,6,a,i8,i3,i7
29,43,4,6,a,i10,i1,i7
30,43,4,6,v,h3,h10,h9
31,43,4,6,v,a1,a10,a8
32,43,4,6,v,i5,i1,i9
33,43,4,6,a,i5,i1,i6
34,43,4,6,v,i4,i5,i8
35,43,4,6,a,h1,h2,h3
36,43,4,6,a,h10,h5,h6
37,43,4,6,v,i7,i10,i6
38,43,4,6,v,h5,h6,h9
39,43,4,6,a,a4,a10,a7
40,43,4,6,v,a7,a2,a9
41,43,4,6,v,a6,a2,a9
42,43,4,6,a,a4,a5,a8
43,43,4,6,v,i4,i10,i3
44,43,4,6,v,i8,i5,i6
45,43,4,6,v,a3,a2,a8
46,43,4,6,v,i5,i3,i4
47,43,4,6,v,a1,a2,a3
48,43,4,6,a,i2,i1,i6
49,43,4,6,v,h5,h1,h10
50,43,4,6,v,i5,i2,i7
51,43,4,6,a,h6,h1,h10
52,43,4,6,a,a6,a7,a8
53,43,4,6,v,h6,h10,h8
54,43,4,6,v,h3,h2,h5
55,43,4,6,v,h8,h2,h9
56,43,4,6,v,h6,h10,h4
57,43,4,6,v,i9,i3,i4
58,43,4,6,a,i3,i1,i5
59,43,4,6,a,i5,i2,i6
60,43,4,6,a,h3,h4,h7
61,43,4,6,a,i3,i10,i9
62,43,4,6,a,h9,h4,h5
63,43,4,6,a,h9,h4,h8
64,43,4,6,a,i7,i6,i8
65,43,4,6,v,a5,a1,a6
66,43,4,6,a,a7,a6,a9
67,43,4,6,v,i10,i3,i6
68,43,4,6,v,a5,a10,a7
69,43,4,6,a,h7,h4,h5
70,43,4,6,a,h8,h3,h5
71,43,4,6,v,a1,a2,a5
72,43,4,6,v,h2,h4,h6
73,43,4,6,a,a1,a4,a5
74,43,4,6,v,h7,h3,h9
75,43,4,6,a,i9,i1,i4
76,43,4,6,a,a7,a1,a5
77,43,4,6,v,i4,i5,i9
78,43,4,6,v,a10,a1,a4
79,43,4,6,a,i2,i1,i7
80,43,4,6,v,a1,a7,a9
81,43,4,6,a,h9,h1,h3
82,43,4,6,v,i9,i2,i4
83,43,4,6,a,h8,h6,h7
84,43,4,6,v,i6,i10,i5
85,43,4,6,a,h7,h3,h6
86,43,4,6,v,i1,i2,i9
87,43,4,6,a,a4,a1,a6
88,43,4,6,v,a6,a3,a4
89,43,4,6,a,i10,i2,i3
90,43,4,6,a,i10,i2,i7
91,43,4,6,v,i6,i1,i10
92,43,4,6,v,a9,a2,a7
93,43,4,6,v,a3,a5,a6
94,43,4,6,a,a7,a3,a6
95,43,4,6,a,h6,h1,h4
96,43,4,6,a,i6,i10,i3
97,43,4,6,a,h3,h1,h10
98,43,4,6,v,h1,h4,h6
99,43,4,6,a,i9,i1,i7
100,43,4,6,a,i1,i8,i9
101,43,4,6,v,h4,h1,h6
102,43,4,6,v,i2,i8,i9
103,43,4,6,v,i6,i1,i9
104,43,4,6,v,h9,h4,h8
105,43,4,6,v,h8,h3,h9
106,43,4,6,a,h10,h6,h8
107,43,4,6,a,a6,a2,a9
108,43,4,6,a,h6,h2,h4
109,43,4,6,a,h3,h2,h5
110,43,4,6,v,h4,h1,h5
111,43,4,6,a,i6,i3,i5
112,43,4,6,a,a10,a4,a5
113,43,4,6,a,h10,h1,h5
114,43,4,6,v,i8,i1,i9
115,43,4,6,v,a3,a2,a5
116,43,4,6,a,h6,h2,h8
117,43,4,6,v,a2,a6,a9
118,43,4,6,a,a2,a1,a10
119,43,4,6,a,a3,a10,a6
120,43,4,6,a,h7,h2,h9
121,43,4,6,a,h5,h4,h6
122,43,4,6,a,i5,i2,i3
123,43,4,6,v,h4,h6,h8
124,43,4,6,v,h5,h3,h8
125,43,4,6,a,a9,a1,a6
126,43,4,6,a,a5,a7,a9
127,43,4,6,v,a8,a3,a4
128,43,4,6,v,h6,h4,h8
129,43,4,6,v,h9,h5,h7
130,43,4,6,a,i4,i3,i8
131,43,4,6,v,a8,a3,a7
132,43,4,6,v,a2,a8,a9
133,43,4,6,v,h10,h2,h3
134,43,4,6,a,a2,a10,a3
135,43,4,6,v,a9,a10,a5
136,43,4,6,v,h2,h10,h7
137,43,4,6,a,h8,h4,h6
138,43,4,6,v,i10,i4,i7
139,43,4,6,a,a3,a1,a4
140,43,4,6,v,a5,a1,a8
141,43,4,6,a,i10,i3,i6
142,43,4,6,a,a1,a3,a5
143,43,4,6,a,h9,h10,h7
144,43,4,6,a,h5,h4,h7
145,43,4,6,v,i1,i4,i7
146,43,4,6,a,i7,i3,i4
147,43,4,6,a,i9,i3,i5
148,43,4,6,a,i7,i4,i8
149,43,4,6,v,i3,i2,i4
150,43,4,6,v,i2,i1,i8
151,43,4,6,a,h4,h3,h8
152,43,4,6,a,a5,a10,a6
153,43,4,6,v,a5,a4,a7
154,43,4,6,a,i4,i2,i8
155,43,4,6,a,a8,a3,a5
156,43,4,6,v,i1,i2,i3
157,43,4,6,v,i8,i2,i6
158,43,4,6,a,h7,h1,h4
159,43,4,6,v,a2,a1,a9
160,43,4,6,v,a7,a3,a9
161,43,4,6,a,i4,i3,i7
162,43,4,6,a,i5,i6,i7
163,43,4,6,v,h1,h5,h9
164,43,4,6,v,i9,i3,i7
165,43,4,6,a,a10,a1,a4
166,43,4,6,a,a10,a6,a9
167,43,4,6,a,a7,a2,a9
168,43,4,6,a,a1,a10,a2
169,43,4,6,v,h3,h6,h7
170,43,4,6,a,i6,i2,i5
171,43,4,6,a,i2,i3,i6
172,43,4,6,v,a4,a5,a7
173,43,4,6,v,h9,h1,h3
174,43,4,6,v,h9,h1,h8
175,43,4,6,a,i2,i3,i9
176,43,4,6,v,a6,a4,a5
177,43,4,6,v,a4,a7,a9
178,43,4,6,a,i7,i1,i8
179,43,4,6,v,i9,i10,i2
