,sub,set,split,modality,prompt,opt1,opt2
0,11,1,1,v,a9,a3,a4
1,11,1,1,v,i8,i1,i2
2,11,1,1,a,h3,h1,h7
3,11,1,1,a,i4,i1,i5
4,11,1,1,a,a9,a2,a5
5,11,1,1,v,a1,a4,a9
6,11,1,1,a,h2,h3,h7
7,11,1,1,v,h10,h1,h5
8,11,1,1,a,i6,i10,i8
9,11,1,1,a,i6,i5,i9
10,11,1,1,a,i5,i8,i9
11,11,1,1,v,a5,a1,a8
12,11,1,1,v,h2,h10,h8
13,11,1,1,v,h10,h7,h8
14,11,1,1,a,h9,h1,h7
15,11,1,1,v,i8,i4,i9
16,11,1,1,a,h4,h2,h9
17,11,1,1,a,a7,a2,a9
18,11,1,1,v,a1,a2,a3
19,11,1,1,v,a9,a4,a5
20,11,1,1,v,a10,a6,a8
21,11,1,1,v,a7,a10,a8
22,11,1,1,v,a4,a2,a9
23,11,1,1,v,i3,i10,i2
24,11,1,1,v,a1,a3,a9
25,11,1,1,a,a7,a5,a6
26,11,1,1,a,i5,i2,i8
27,11,1,1,a,h8,h10,h6
28,11,1,1,a,i6,i3,i4
29,11,1,1,a,i5,i10,i2
30,11,1,1,a,i4,i3,i7
31,11,1,1,v,a7,a10,a9
32,11,1,1,a,a2,a3,a5
33,11,1,1,v,h1,h6,h8
34,11,1,1,a,a6,a2,a3
35,11,1,1,v,a5,a2,a7
36,11,1,1,a,a8,a1,a6
37,11,1,1,a,i10,i1,i9
38,11,1,1,v,h1,h5,h6
39,11,1,1,v,h4,h3,h5
40,11,1,1,v,h2,h10,h3
41,11,1,1,v,i6,i2,i9
42,11,1,1,a,h2,h5,h7
43,11,1,1,a,i2,i3,i8
44,11,1,1,a,i9,i5,i8
45,11,1,1,v,i9,i1,i10
46,11,1,1,a,i8,i4,i6
47,11,1,1,v,i8,i1,i10
48,11,1,1,v,h7,h6,h9
49,11,1,1,a,a10,a4,a7
50,11,1,1,a,h6,h3,h7
51,11,1,1,a,h8,h2,h4
52,11,1,1,v,i4,i1,i9
53,11,1,1,a,h8,h3,h9
