,sub,set,split,modality,prompt,opt1,opt2
0,47,5,6,a,h9,h10,h2
1,47,5,6,a,i8,i5,i7
2,47,5,6,a,i2,i10,i7
3,47,5,6,a,i8,i3,i9
4,47,5,6,v,h5,h2,h7
5,47,5,6,v,h8,h3,h5
6,47,5,6,v,h9,h3,h4
7,47,5,6,a,i4,i1,i10
8,47,5,6,v,a8,a10,a2
9,47,5,6,v,a6,a4,a8
10,47,5,6,a,a9,a10,a6
11,47,5,6,v,a4,a1,a6
12,47,5,6,a,a9,a2,a8
13,47,5,6,a,h9,h3,h6
14,47,5,6,a,a3,a1,a8
15,47,5,6,v,i10,i3,i9
16,47,5,6,v,a2,a10,a8
17,47,5,6,a,i7,i1,i10
18,47,5,6,a,h8,h1,h9
19,47,5,6,a,h3,h4,h7
20,47,5,6,a,i8,i4,i7
21,47,5,6,a,a10,a1,a5
22,47,5,6,a,i4,i1,i8
23,47,5,6,v,a10,a2,a7
24,47,5,6,v,h6,h10,h2
25,47,5,6,a,h6,h5,h8
26,47,5,6,v,i8,i4,i6
27,47,5,6,v,i1,i5,i9
28,47,5,6,a,h6,h1,h3
29,47,5,6,v,a7,a10,a8
30,47,5,6,a,a3,a10,a6
31,47,5,6,a,i9,i1,i10
32,47,5,6,v,h9,h7,h8
33,47,5,6,v,h5,h10,h9
34,47,5,6,v,i5,i1,i10
35,47,5,6,v,i6,i2,i3
36,47,5,6,v,h3,h2,h8
37,47,5,6,v,a7,a4,a5
38,47,5,6,a,a5,a6,a8
39,47,5,6,a,h10,h2,h9
40,47,5,6,v,i6,i2,i9
41,47,5,6,v,h1,h10,h8
42,47,5,6,v,h2,h10,h3
43,47,5,6,v,a6,a10,a2
44,47,5,6,v,i2,i8,i9
45,47,5,6,a,a5,a2,a9
46,47,5,6,v,a5,a6,a8
47,47,5,6,a,a3,a2,a4
48,47,5,6,a,i8,i1,i6
49,47,5,6,v,h1,h4,h6
50,47,5,6,a,h7,h10,h8
51,47,5,6,a,i7,i1,i2
52,47,5,6,v,a1,a2,a3
53,47,5,6,a,h9,h1,h4
54,47,5,6,a,a1,a10,a6
55,47,5,6,v,i7,i1,i8
56,47,5,6,a,h10,h2,h3
57,47,5,6,a,a6,a10,a5
58,47,5,6,a,h9,h3,h7
59,47,5,6,a,a4,a10,a5
60,47,5,6,v,a5,a10,a8
61,47,5,6,v,i1,i4,i5
62,47,5,6,v,h3,h6,h7
63,47,5,6,a,h2,h8,h9
64,47,5,6,v,i3,i7,i9
65,47,5,6,a,i7,i10,i4
66,47,5,6,v,a3,a4,a6
67,47,5,6,a,a4,a5,a6
68,47,5,6,v,i7,i1,i2
69,47,5,6,v,h3,h10,h9
70,47,5,6,a,a6,a3,a8
71,47,5,6,a,h8,h2,h5
72,47,5,6,v,a2,a3,a6
73,47,5,6,v,h8,h10,h4
74,47,5,6,a,h6,h7,h9
75,47,5,6,v,a10,a3,a9
76,47,5,6,a,a5,a4,a6
77,47,5,6,a,i9,i5,i8
78,47,5,6,a,i4,i3,i5
79,47,5,6,a,i9,i5,i6
80,47,5,6,a,i2,i1,i8
81,47,5,6,v,h8,h10,h6
82,47,5,6,a,h7,h4,h6
83,47,5,6,a,i5,i8,i9
84,47,5,6,a,h3,h4,h6
85,47,5,6,a,h10,h5,h9
86,47,5,6,v,i2,i10,i9
87,47,5,6,a,i10,i1,i7
88,47,5,6,v,a8,a2,a7
89,47,5,6,v,i2,i10,i3
90,47,5,6,a,i3,i10,i6
91,47,5,6,v,h9,h10,h7
92,47,5,6,v,h3,h10,h5
93,47,5,6,a,h4,h1,h3
94,47,5,6,v,i5,i10,i9
95,47,5,6,v,i2,i10,i7
96,47,5,6,v,h9,h2,h6
