,sub,set,split,modality,prompt,opt1,opt2
0,64,7,0,a,a2,a3,a6
1,64,7,0,v,h1,h4,h6
2,64,7,0,a,h10,h5,h8
3,64,7,0,a,i10,i4,i5
4,64,7,0,a,a8,a3,a5
5,64,7,0,a,h1,h10,h6
6,64,7,0,a,a6,a5,a8
7,64,7,0,a,h10,h3,h5
8,64,7,0,v,a1,a3,a5
9,64,7,0,v,h5,h4,h6
10,64,7,0,v,h10,h2,h7
11,64,7,0,a,h3,h5,h7
12,64,7,0,v,i1,i10,i6
13,64,7,0,v,h3,h10,h9
14,64,7,0,v,h1,h2,h8
15,64,7,0,a,a9,a10,a4
16,64,7,0,a,h9,h7,h8
17,64,7,0,a,i1,i3,i4
18,64,7,0,a,a6,a4,a7
19,64,7,0,a,i7,i10,i6
20,64,7,0,a,i7,i5,i6
21,64,7,0,v,i6,i10,i9
22,64,7,0,a,i5,i10,i6
23,64,7,0,v,a3,a10,a9
24,64,7,0,v,h7,h5,h9
25,64,7,0,a,i1,i7,i8
26,64,7,0,a,i6,i7,i8
27,64,7,0,v,h6,h1,h4
28,64,7,0,v,i2,i10,i3
29,64,7,0,v,i10,i1,i4
30,64,7,0,a,h9,h5,h6
31,64,7,0,v,a9,a1,a5
32,64,7,0,a,i5,i2,i4
33,64,7,0,a,h9,h2,h8
34,64,7,0,v,a5,a2,a3
35,64,7,0,v,a8,a2,a3
36,64,7,0,v,i3,i1,i10
37,64,7,0,v,h10,h4,h7
38,64,7,0,a,a5,a1,a2
39,64,7,0,v,h6,h1,h9
40,64,7,0,v,i9,i1,i8
41,64,7,0,v,i2,i5,i7
42,64,7,0,a,i5,i2,i9
43,64,7,0,a,h7,h4,h6
44,64,7,0,a,a10,a1,a2
45,64,7,0,a,h2,h6,h7
46,64,7,0,v,a5,a1,a6
47,64,7,0,a,i9,i3,i8
48,64,7,0,a,i9,i10,i3
49,64,7,0,v,a4,a3,a9
50,64,7,0,a,h3,h1,h8
51,64,7,0,v,a5,a6,a8
52,64,7,0,v,h8,h10,h2
53,64,7,0,a,i4,i6,i9
54,64,7,0,a,i2,i5,i9
55,64,7,0,a,i2,i4,i9
56,64,7,0,v,a8,a1,a5
57,64,7,0,a,a5,a7,a9
58,64,7,0,v,a1,a6,a8
59,64,7,0,a,a10,a8,a9
60,64,7,0,a,h5,h2,h3
61,64,7,0,a,a9,a4,a6
62,64,7,0,a,h1,h5,h6
63,64,7,0,v,i7,i5,i6
64,64,7,0,v,i2,i8,i9
65,64,7,0,v,i4,i5,i6
66,64,7,0,v,a2,a3,a5
67,64,7,0,v,h2,h6,h7
68,64,7,0,a,i1,i3,i9
69,64,7,0,v,i9,i5,i6
70,64,7,0,a,h7,h2,h4
71,64,7,0,v,i10,i5,i9
72,64,7,0,v,i3,i2,i6
73,64,7,0,a,a7,a6,a9
74,64,7,0,a,a5,a2,a8
75,64,7,0,v,i9,i1,i4
76,64,7,0,a,a4,a10,a3
77,64,7,0,a,h4,h10,h9
78,64,7,0,a,a8,a6,a7
79,64,7,0,a,h6,h4,h8
80,64,7,0,v,a6,a2,a3
81,64,7,0,a,h1,h4,h6
82,64,7,0,v,a6,a10,a5
83,64,7,0,v,h4,h2,h5
84,64,7,0,a,a8,a1,a2
85,64,7,0,a,a8,a2,a7
