,sub,set,split,modality,prompt,opt1,opt2
0,40,4,3,a,a5,a2,a7
1,40,4,3,v,a7,a1,a10
2,40,4,3,a,a9,a5,a8
3,40,4,3,v,h2,h3,h8
4,40,4,3,a,i1,i10,i6
5,40,4,3,v,h9,h3,h4
6,40,4,3,v,a1,a4,a5
7,40,4,3,v,i1,i10,i2
8,40,4,3,a,i8,i1,i7
9,40,4,3,a,h3,h1,h7
10,40,4,3,a,a6,a8,a9
11,40,4,3,a,h4,h1,h6
12,40,4,3,v,h4,h6,h9
13,40,4,3,v,a6,a1,a4
14,40,4,3,v,a10,a2,a5
15,40,4,3,a,a9,a3,a4
16,40,4,3,a,i3,i7,i9
17,40,4,3,a,i7,i8,i9
18,40,4,3,a,h1,h3,h9
19,40,4,3,a,a4,a2,a9
20,40,4,3,v,h7,h2,h6
21,40,4,3,v,h6,h1,h2
22,40,4,3,v,h9,h10,h2
23,40,4,3,a,h7,h2,h6
24,40,4,3,a,h8,h6,h9
25,40,4,3,v,a8,a10,a7
26,40,4,3,v,a9,a2,a6
27,40,4,3,a,a10,a1,a6
28,40,4,3,v,a5,a7,a8
29,40,4,3,v,a1,a2,a6
30,40,4,3,a,h1,h8,h9
31,40,4,3,a,a6,a3,a9
32,40,4,3,a,i6,i3,i9
33,40,4,3,v,h5,h2,h8
34,40,4,3,v,a7,a1,a5
35,40,4,3,a,a5,a1,a9
36,40,4,3,v,a8,a2,a3
37,40,4,3,a,i8,i6,i9
38,40,4,3,v,h7,h1,h4
39,40,4,3,v,i1,i10,i6
40,40,4,3,v,i3,i8,i9
41,40,4,3,a,i4,i2,i9
42,40,4,3,v,i2,i3,i6
43,40,4,3,a,a2,a1,a6
44,40,4,3,v,h5,h3,h6
45,40,4,3,v,h1,h4,h9
46,40,4,3,v,i10,i5,i7
47,40,4,3,v,h8,h7,h9
48,40,4,3,a,h5,h6,h9
49,40,4,3,v,a1,a10,a3
50,40,4,3,a,h8,h1,h4
51,40,4,3,a,h10,h8,h9
52,40,4,3,v,i4,i6,i9
53,40,4,3,v,a3,a6,a7
54,40,4,3,a,i10,i1,i9
55,40,4,3,v,a5,a1,a3
56,40,4,3,v,i6,i1,i2
57,40,4,3,v,i6,i2,i4
58,40,4,3,a,i9,i6,i7
59,40,4,3,a,a4,a1,a9
60,40,4,3,v,a3,a2,a9
