,sub,set,split,modality,prompt,opt1,opt2
0,43,8,2,a,i9,i2,i6
1,43,8,2,a,a2,a1,a3
2,43,8,2,a,i7,i6,i8
3,43,8,2,v,h2,h4,h9
4,43,8,2,a,a4,a6,a9
5,43,8,2,a,i7,i3,i9
6,43,8,2,a,h2,h1,h9
7,43,8,2,a,a7,a1,a9
8,43,8,2,a,h9,h10,h3
9,43,8,2,v,a8,a3,a6
10,43,8,2,a,i3,i4,i5
11,43,8,2,v,i3,i2,i4
12,43,8,2,v,i7,i10,i9
13,43,8,2,v,a9,a10,a5
14,43,8,2,a,h10,h5,h8
15,43,8,2,v,h4,h1,h3
16,43,8,2,v,a9,a10,a6
17,43,8,2,v,h5,h6,h8
18,43,8,2,a,a5,a8,a9
19,43,8,2,v,a2,a3,a5
20,43,8,2,a,h3,h2,h7
21,43,8,2,v,a3,a2,a6
22,43,8,2,a,h7,h2,h5
23,43,8,2,v,i3,i1,i10
24,43,8,2,a,i10,i3,i4
25,43,8,2,a,i3,i6,i9
26,43,8,2,a,h8,h1,h4
27,43,8,2,a,a10,a6,a8
28,43,8,2,a,h1,h10,h3
29,43,8,2,a,a8,a10,a7
30,43,8,2,a,a5,a10,a9
31,43,8,2,a,h9,h3,h5
32,43,8,2,a,i2,i4,i8
33,43,8,2,v,h9,h10,h6
34,43,8,2,v,h5,h10,h4
35,43,8,2,v,a1,a4,a5
36,43,8,2,a,i5,i3,i7
37,43,8,2,v,h9,h8,h9
38,43,8,2,v,i6,i10,i9
39,43,8,2,v,a10,a1,a7
40,43,8,2,a,i3,i10,i9
41,43,8,2,v,h7,h5,h8
42,43,8,2,v,a3,a2,a4
43,43,8,2,a,a2,a1,a7
44,43,8,2,a,i8,i3,i6
45,43,8,2,v,i6,i5,i8
46,43,8,2,a,a1,a3,a6
47,43,8,2,v,i5,i1,i2
48,43,8,2,v,h10,h1,h8
49,43,8,2,v,i3,i1,i4
50,43,8,2,v,a6,a2,a5
51,43,8,2,a,a6,a2,a8
52,43,8,2,v,h4,h8,h9
53,43,8,2,v,h1,h4,h9
54,43,8,2,v,h3,h1,h4
55,43,8,2,a,h9,h2,h6
56,43,8,2,a,a3,a5,a9
57,43,8,2,a,i10,i2,i5
58,43,8,2,a,h9,h7,h8
59,43,8,2,a,i1,i7,i9
60,43,8,2,a,i1,i4,i7
61,43,8,2,a,a3,a4,a5
62,43,8,2,a,a10,a2,a4
63,43,8,2,a,h10,h4,h6
64,43,8,2,a,a7,a3,a8
65,43,8,2,a,i3,i10,i4
66,43,8,2,a,a1,a10,a8
67,43,8,2,v,h4,h10,h5
68,43,8,2,v,h9,h4,h8
69,43,8,2,v,a8,a3,a5
70,43,8,2,a,i5,i6,i7
71,43,8,2,v,i2,i3,i6
72,43,8,2,v,a3,a1,a7
73,43,8,2,v,a7,a10,a5
74,43,8,2,a,a4,a7,a8
75,43,8,2,a,i5,i1,i7
76,43,8,2,a,i4,i6,i8
77,43,8,2,a,h8,h4,h5
78,43,8,2,v,a4,a4,a6
79,43,8,2,a,a2,a3,a7
80,43,8,2,v,a6,a1,a8
81,43,8,2,v,i10,i6,i8
82,43,8,2,v,h6,h5,h7
83,43,8,2,v,i4,i3,i6
84,43,8,2,v,a7,a1,a10
85,43,8,2,a,h7,h1,h2
86,43,8,2,v,h8,h1,h2
87,43,8,2,a,h6,h1,h9
88,43,8,2,v,h8,h1,h10
89,43,8,2,v,a2,a10,a7
90,43,8,2,v,a5,a1,a3
91,43,8,2,a,a10,a6,a7
92,43,8,2,a,a1,a10,a5
93,43,8,2,v,a2,a1,a5
94,43,8,2,a,i8,i1,i4
95,43,8,2,a,h1,h2,h3
96,43,8,2,v,i9,i10,i4
97,43,8,2,v,a1,a2,a3
98,43,8,2,v,h7,h3,h8
99,43,8,2,v,a6,a4,a8
100,43,8,2,a,a7,a2,a9
101,43,8,2,a,a3,a7,a8
102,43,8,2,a,a4,a5,a7
103,43,8,2,v,h10,h3,h5
104,43,8,2,v,i3,i4,i8
105,43,8,2,a,i10,i5,i6
106,43,8,2,v,i2,i1,i9
107,43,8,2,a,a8,a3,a4
108,43,8,2,v,h3,h6,h8
109,43,8,2,v,i5,i3,i9
110,43,8,2,a,h2,h6,h7
111,43,8,2,v,i7,i2,i9
112,43,8,2,v,a2,a10,a4
113,43,8,2,a,h7,h6,h8
114,43,8,2,a,i7,i10,i4
115,43,8,2,v,a10,a1,a6
116,43,8,2,v,h6,h10,h2
117,43,8,2,v,h1,h5,h6
118,43,8,2,v,h9,h5,h8
119,43,8,2,a,h4,h6,h9
120,43,8,2,v,a1,a5,a8
121,43,8,2,v,i7,i3,i9
122,43,8,2,v,h2,h5,h6
