,sub,set,split,modality,prompt,opt1,opt2
0,69,8,4,v,i4,i3,i8
1,69,8,4,v,i6,i3,i7
2,69,8,4,v,a1,a7,a9
3,69,8,4,v,i10,i10,i2
4,69,8,4,v,h2,h7,h8
5,69,8,4,v,h5,h1,h7
6,69,8,4,a,a2,a1,a8
7,69,8,4,v,i8,i2,i6
8,69,8,4,v,a7,a3,a8
9,69,8,4,a,i7,i6,i8
10,69,8,4,v,a1,a10,a3
11,69,8,4,v,a2,a10,a7
12,69,8,4,a,a8,a1,a5
13,69,8,4,v,a2,a1,a4
14,69,8,4,v,a10,a4,a9
15,69,8,4,a,a4,a10,a3
16,69,8,4,v,i9,i10,i5
17,69,8,4,v,a5,a3,a9
18,69,8,4,a,h8,h2,h4
19,69,8,4,a,i7,i4,i6
20,69,8,4,v,h3,h1,h8
21,69,8,4,v,a8,a2,a3
22,69,8,4,v,h8,h2,h4
23,69,8,4,v,i10,i2,i7
24,69,8,4,v,a10,a1,a2
25,69,8,4,v,h5,h3,h6
26,69,8,4,a,h8,h1,h5
27,69,8,4,a,h4,h10,h9
28,69,8,4,v,i5,i2,i7
29,69,8,4,v,h8,h10,h4
30,69,8,4,v,a6,a5,a9
31,69,8,4,v,h4,h6,h8
32,69,8,4,a,i8,i1,i4
33,69,8,4,a,h5,h10,h4
34,69,8,4,a,h6,h1,h8
35,69,8,4,a,a7,a2,a5
36,69,8,4,v,h3,h4,h8
37,69,8,4,v,h6,h4,h9
38,69,8,4,a,a10,a6,a8
39,69,8,4,v,h5,h10,h9
40,69,8,4,v,a3,a5,a6
41,69,8,4,v,h6,h3,h9
42,69,8,4,a,i4,i1,i7
43,69,8,4,v,h2,h3,h4
44,69,8,4,a,h10,h3,h5
45,69,8,4,a,i4,i3,i7
46,69,8,4,v,h4,h2,h8
47,69,8,4,v,a5,a6,a9
48,69,8,4,v,h9,h2,h4
49,69,8,4,a,i6,i1,i10
50,69,8,4,v,h8,h2,h7
51,69,8,4,a,a5,a10,a9
52,69,8,4,a,i1,i5,i6
