,sub,set,split,modality,prompt,opt1,opt2
0,45,8,4,a,h4,h10,h8
1,45,8,4,a,h8,h1,h10
2,45,8,4,v,i6,i3,i8
3,45,8,4,a,h5,h2,h4
4,45,8,4,a,a6,a10,a5
5,45,8,4,a,h3,h6,h8
6,45,8,4,v,h1,h3,h8
7,45,8,4,v,a5,a10,a6
8,45,8,4,v,i6,i2,i8
9,45,8,4,v,a4,a1,a5
10,45,8,4,v,a7,a1,a2
11,45,8,4,a,h7,h2,h6
12,45,8,4,v,i8,i2,i6
13,45,8,4,v,i8,i1,i5
14,45,8,4,v,i8,i4,i7
15,45,8,4,a,i6,i10,i7
16,45,8,4,a,a3,a10,a8
17,45,8,4,v,a2,a7,a8
18,45,8,4,v,h7,h2,h4
19,45,8,4,a,i8,i3,i9
20,45,8,4,v,i9,i6,i8
21,45,8,4,a,i5,i4,i9
22,45,8,4,v,h10,h6,h7
23,45,8,4,a,i4,i6,i7
24,45,8,4,a,h6,h4,h9
25,45,8,4,v,i1,i8,i9
26,45,8,4,v,h6,h4,h8
27,45,8,4,a,a10,a3,a7
28,45,8,4,v,i9,i1,i6
29,45,8,4,a,i7,i3,i6
30,45,8,4,v,a9,a3,a8
31,45,8,4,a,a6,a2,a7
32,45,8,4,a,a10,a1,a5
33,45,8,4,v,h1,h3,h7
34,45,8,4,a,h4,h5,h6
35,45,8,4,a,h10,h4,h9
36,45,8,4,a,i2,i7,i9
37,45,8,4,v,i9,i1,i7
38,45,8,4,a,i4,i5,i9
39,45,8,4,a,a5,a1,a9
40,45,8,4,a,h3,h8,h9
41,45,8,4,a,i7,i10,i6
42,45,8,4,v,a8,a6,a7
43,45,8,4,a,h5,h4,h6
44,45,8,4,a,i1,i4,i6
45,45,8,4,a,i6,i4,i7
46,45,8,4,v,i2,i10,i9
47,45,8,4,v,h10,h3,h4
48,45,8,4,v,a5,a7,a9
49,45,8,4,v,i7,i6,i8
50,45,8,4,v,a7,a1,a3
51,45,8,4,a,a9,a1,a10
52,45,8,4,v,h10,h3,h8
53,45,8,4,v,i7,i4,i8
54,45,8,4,v,i4,i1,i5
55,45,8,4,a,i1,i2,i7
56,45,8,4,v,h5,h7,h8
57,45,8,4,v,h10,h5,h9
58,45,8,4,a,i1,i10,i9
59,45,8,4,a,h10,h3,h9
60,45,8,4,a,a4,a1,a2
61,45,8,4,v,a6,a3,a8
62,45,8,4,v,h9,h5,h6
63,45,8,4,v,a1,a4,a9
64,45,8,4,v,i3,i10,i2
65,45,8,4,a,i6,i1,i10
66,45,8,4,v,i7,i8,i9
67,45,8,4,v,a10,a3,a8
68,45,8,4,a,a9,a3,a8
69,45,8,4,a,a3,a5,a8
70,45,8,4,a,h2,h3,h7
71,45,8,4,v,a4,a6,a8
72,45,8,4,v,a8,a7,a9
73,45,8,4,v,i7,i5,i6
74,45,8,4,a,a1,a4,a7
75,45,8,4,a,h8,h1,h2
76,45,8,4,v,h3,h7,h9
77,45,8,4,a,a5,a3,a6
