,sub,set,split,modality,prompt,opt1,opt2
0,25,2,6,a,h7,h3,h4
1,25,2,6,a,i5,i2,i8
2,25,2,6,v,a2,a6,a8
3,25,2,6,v,h10,h5,h7
4,25,2,6,v,i9,i2,i8
5,25,2,6,a,h6,h3,h4
6,25,2,6,v,a9,a1,a8
7,25,2,6,v,h3,h5,h7
8,25,2,6,v,i3,i4,i6
9,25,2,6,a,h6,h1,h7
10,25,2,6,v,h1,h3,h7
11,25,2,6,a,i1,i2,i5
12,25,2,6,v,i4,i10,i9
13,25,2,6,a,h3,h5,h8
14,25,2,6,v,h6,h5,h8
15,25,2,6,v,a4,a2,a5
16,25,2,6,v,a3,a1,a5
17,25,2,6,v,i6,i10,i8
18,25,2,6,v,i8,i4,i6
19,25,2,6,a,a8,a1,a2
20,25,2,6,v,a4,a1,a6
21,25,2,6,v,h7,h5,h6
22,25,2,6,a,a5,a1,a6
23,25,2,6,v,i7,i10,i8
24,25,2,6,a,a6,a1,a10
25,25,2,6,v,h4,h1,h6
26,25,2,6,v,h7,h10,h4
27,25,2,6,a,i5,i2,i7
28,25,2,6,v,h9,h3,h7
29,25,2,6,v,a3,a5,a8
30,25,2,6,a,i9,i10,i8
31,25,2,6,a,i3,i1,i5
32,25,2,6,a,i7,i2,i4
33,25,2,6,a,i1,i10,i7
34,25,2,6,v,i5,i2,i4
35,25,2,6,v,a6,a1,a10
36,25,2,6,a,i5,i10,i6
37,25,2,6,a,i9,i1,i3
38,25,2,6,a,h6,h4,h7
39,25,2,6,v,h5,h1,h6
40,25,2,6,v,h7,h10,h5
41,25,2,6,a,a2,a1,a3
42,25,2,6,v,a8,a7,a9
43,25,2,6,a,a10,a2,a3
44,25,2,6,a,h2,h10,h5
45,25,2,6,v,i7,i4,i6
46,25,2,6,a,h1,h2,h8
47,25,2,6,a,a5,a3,a7
48,25,2,6,a,h7,h2,h3
49,25,2,6,v,a6,a4,a8
50,25,2,6,v,h9,h2,h4
51,25,2,6,v,h1,h3,h4
52,25,2,6,v,a4,a1,a2
53,25,2,6,v,i6,i10,i7
54,25,2,6,v,a5,a3,a8
55,25,2,6,v,i5,i3,i7
56,25,2,6,v,i6,i2,i8
57,25,2,6,v,a7,a1,a4
58,25,2,6,v,a7,a2,a8
59,25,2,6,v,a10,a3,a6
60,25,2,6,v,h8,h4,h5
61,25,2,6,v,i6,i10,i3
62,25,2,6,v,h3,h10,h4
63,25,2,6,a,h4,h3,h6
64,25,2,6,v,a5,a2,a4
65,25,2,6,a,i9,i1,i5
66,25,2,6,a,i3,i2,i8
67,25,2,6,v,a6,a7,a9
68,25,2,6,a,i3,i1,i4
69,25,2,6,a,a3,a2,a9
70,25,2,6,a,a3,a10,a4
71,25,2,6,v,i5,i1,i10
72,25,2,6,a,h8,h2,h5
73,25,2,6,a,i2,i3,i4
74,25,2,6,a,a1,a4,a8
75,25,2,6,v,a2,a3,a7
76,25,2,6,v,i1,i10,i2
77,25,2,6,a,h10,h5,h8
78,25,2,6,v,h6,h4,h9
79,25,2,6,v,h4,h1,h7
80,25,2,6,a,i7,i1,i8
81,25,2,6,a,a6,a3,a7
