,sub,set,split,modality,prompt,opt1,opt2
0,62,6,7,a,i2,i10,i7
1,62,6,7,v,a8,a3,a9
2,62,6,7,v,i3,i4,i5
3,62,6,7,v,i4,i3,i5
4,62,6,7,a,a4,a3,a8
5,62,6,7,v,a9,a2,a4
6,62,6,7,v,i2,i5,i7
7,62,6,7,a,h10,h6,h9
8,62,6,7,v,i3,i4,i8
9,62,6,7,a,a2,a1,a6
10,62,6,7,a,h4,h3,h5
11,62,6,7,a,i2,i7,i8
12,62,6,7,a,i4,i2,i5
13,62,6,7,v,h6,h2,h4
14,62,6,7,a,a7,a4,a8
15,62,6,7,a,a7,a1,a8
16,62,6,7,a,h5,h4,h9
17,62,6,7,v,h1,h2,h4
18,62,6,7,v,h7,h1,h6
19,62,6,7,v,i7,i4,i8
20,62,6,7,v,h3,h5,h6
21,62,6,7,a,a7,a2,a6
22,62,6,7,a,a2,a10,a9
23,62,6,7,v,h10,h5,h9
24,62,6,7,v,a2,a5,a8
25,62,6,7,a,h5,h1,h4
26,62,6,7,a,a1,a10,a7
27,62,6,7,v,i9,i4,i7
28,62,6,7,a,a1,a2,a3
29,62,6,7,a,h6,h10,h4
30,62,6,7,a,i4,i10,i8
31,62,6,7,v,a3,a2,a4
32,62,6,7,a,h10,h1,h2
33,62,6,7,v,h7,h8,h9
34,62,6,7,v,h1,h6,h8
35,62,6,7,a,i1,i3,i6
36,62,6,7,a,h3,h5,h7
37,62,6,7,v,i4,i10,i9
38,62,6,7,v,i7,i1,i8
39,62,6,7,v,i3,i2,i8
40,62,6,7,v,a4,a3,a5
41,62,6,7,v,a10,a1,a9
42,62,6,7,a,h4,h2,h3
43,62,6,7,v,a8,a1,a7
44,62,6,7,a,i10,i2,i5
45,62,6,7,v,i5,i10,i3
46,62,6,7,v,h9,h3,h6
47,62,6,7,v,a1,a2,a9
48,62,6,7,a,i1,i6,i7
49,62,6,7,a,h2,h5,h7
50,62,6,7,a,a6,a4,a7
51,62,6,7,v,h6,h1,h2
52,62,6,7,v,i10,i4,i8
53,62,6,7,v,a3,a10,a5
54,62,6,7,v,a10,a4,a7
55,62,6,7,a,h9,h6,h7
56,62,6,7,v,h2,h10,h8
57,62,6,7,a,a5,a1,a6
58,62,6,7,a,i3,i5,i8
59,62,6,7,v,h8,h10,h2
60,62,6,7,a,i8,i3,i4
61,62,6,7,v,a5,a8,a9
62,62,6,7,v,a1,a6,a9
63,62,6,7,a,a6,a4,a8
64,62,6,7,v,h9,h3,h7
65,62,6,7,a,i7,i3,i8
66,62,6,7,v,h10,h2,h6
67,62,6,7,a,h9,h4,h7
68,62,6,7,a,i10,i5,i9
69,62,6,7,a,a5,a6,a9
70,62,6,7,v,i7,i1,i9
71,62,6,7,a,h4,h6,h7
72,62,6,7,a,a10,a7,a9
73,62,6,7,a,h3,h10,h5
74,62,6,7,a,a6,a1,a2
75,62,6,7,a,i5,i4,i7
76,62,6,7,a,i3,i1,i10
77,62,6,7,a,h7,h6,h9
78,62,6,7,a,i8,i3,i6
79,62,6,7,a,i7,i4,i6
80,62,6,7,v,i9,i10,i6
81,62,6,7,a,h7,h10,h2
82,62,6,7,v,a6,a10,a5
83,62,6,7,v,i1,i5,i7
84,62,6,7,a,i9,i3,i6
85,62,6,7,a,i3,i8,i9
86,62,6,7,a,i2,i8,i9
87,62,6,7,v,h4,h1,h7
88,62,6,7,v,a6,a1,a4
89,62,6,7,a,h8,h1,h10
90,62,6,7,v,h2,h1,h6
91,62,6,7,a,i9,i2,i8
92,62,6,7,a,h4,h1,h2
